PB Role URI	PB RoleSet	PB Role	VerbNet Role URI for FRED	VN_Role	VN_Sense	VerbNet VerbSense URI for FRED
https://w3id.org/framester/pb/pbdata/abandon.01__0	abandon.01	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.abandon_51020000	Theme	Abandon_51020000	https://w3id.org/framester/vn/vn31/data/Abandon_51020000
https://w3id.org/framester/pb/pbdata/abash.01__0	abash.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.abash_31010000	Stimulus	Abash_31010000	https://w3id.org/framester/vn/vn31/data/Abash_31010000
https://w3id.org/framester/pb/pbdata/abash.01__1	abash.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.abash_31010000	Experiencer	Abash_31010000	https://w3id.org/framester/vn/vn31/data/Abash_31010000
https://w3id.org/framester/pb/pbdata/abate.01__0	abate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abate_45040000	Agent	Abate_45040000	https://w3id.org/framester/vn/vn31/data/Abate_45040000
https://w3id.org/framester/pb/pbdata/abate.01__1	abate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.abate_45040000	Patient	Abate_45040000	https://w3id.org/framester/vn/vn31/data/Abate_45040000
https://w3id.org/framester/pb/pbdata/abbreviate.01__0	abbreviate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abbreviate_45040000	Agent	Abbreviate_45040000	https://w3id.org/framester/vn/vn31/data/Abbreviate_45040000
https://w3id.org/framester/pb/pbdata/abbreviate.01__1	abbreviate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.abbreviate_45040000	Patient	Abbreviate_45040000	https://w3id.org/framester/vn/vn31/data/Abbreviate_45040000
https://w3id.org/framester/pb/pbdata/abdicate.01__0	abdicate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abdicate_10011000	Agent	Abdicate_10011000	https://w3id.org/framester/vn/vn31/data/Abdicate_10011000
https://w3id.org/framester/pb/pbdata/abdicate.01__1	abdicate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Source.abdicate_10011000	Source	Abdicate_10011000	https://w3id.org/framester/vn/vn31/data/Abdicate_10011000
https://w3id.org/framester/pb/pbdata/abduct.01__0	abduct.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abduct_10050000	Agent	Abduct_10050000	https://w3id.org/framester/vn/vn31/data/Abduct_10050000
https://w3id.org/framester/pb/pbdata/abduct.01__1	abduct.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.abduct_10050000	Theme	Abduct_10050000	https://w3id.org/framester/vn/vn31/data/Abduct_10050000
https://w3id.org/framester/pb/pbdata/abduct.01__2	abduct.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.abduct_10050000	Source	Abduct_10050000	https://w3id.org/framester/vn/vn31/data/Abduct_10050000
https://w3id.org/framester/pb/pbdata/abduct.01__PNC	abduct.01	ARG-PNC	https://w3id.org/framester/vn/vn31/data/Beneficiary.abduct_10050000	Beneficiary	Abduct_10050000	https://w3id.org/framester/vn/vn31/data/Abduct_10050000
https://w3id.org/framester/pb/pbdata/abhor.01__0	abhor.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.abhor_31020000	Experiencer	Abhor_31020000	https://w3id.org/framester/vn/vn31/data/Abhor_31020000
https://w3id.org/framester/pb/pbdata/abhor.01__1	abhor.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.abhor_31020000	Stimulus	Abhor_31020000	https://w3id.org/framester/vn/vn31/data/Abhor_31020000
https://w3id.org/framester/pb/pbdata/abolish.01__0	abolish.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abolish_10010000	Agent	Abolish_10010000	https://w3id.org/framester/vn/vn31/data/Abolish_10010000
https://w3id.org/framester/pb/pbdata/abolish.01__1	abolish.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.abolish_10010000	Theme	Abolish_10010000	https://w3id.org/framester/vn/vn31/data/Abolish_10010000
https://w3id.org/framester/pb/pbdata/abridge.01__0	abridge.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abridge_45040000	Agent	Abridge_45040000	https://w3id.org/framester/vn/vn31/data/Abridge_45040000
https://w3id.org/framester/pb/pbdata/abridge.01__1	abridge.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.abridge_45040000	Patient	Abridge_45040000	https://w3id.org/framester/vn/vn31/data/Abridge_45040000
https://w3id.org/framester/pb/pbdata/abstain.01__0	abstain.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abstain_69000000	Agent	Abstain_69000000	https://w3id.org/framester/vn/vn31/data/Abstain_69000000
https://w3id.org/framester/pb/pbdata/abstain.01__1	abstain.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.abstain_69000000	Theme	Abstain_69000000	https://w3id.org/framester/vn/vn31/data/Abstain_69000000
https://w3id.org/framester/pb/pbdata/abstract.01__0	abstract.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abstract_10010000	Agent	Abstract_10010000	https://w3id.org/framester/vn/vn31/data/Abstract_10010000
https://w3id.org/framester/pb/pbdata/abstract.01__1	abstract.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.abstract_10010000	Theme	Abstract_10010000	https://w3id.org/framester/vn/vn31/data/Abstract_10010000
https://w3id.org/framester/pb/pbdata/abstract.01__2	abstract.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.abstract_10010000	Source	Abstract_10010000	https://w3id.org/framester/vn/vn31/data/Abstract_10010000
https://w3id.org/framester/pb/pbdata/abuse.01__0	abuse.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.abuse_33000000	Agent	Abuse_33000000	https://w3id.org/framester/vn/vn31/data/Abuse_33000000
https://w3id.org/framester/pb/pbdata/abuse.01__1	abuse.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.abuse_33000000	Theme	Abuse_33000000	https://w3id.org/framester/vn/vn31/data/Abuse_33000000
https://w3id.org/framester/pb/pbdata/accede.01__0	accede.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accede_95000000	Agent	Accede_95000000	https://w3id.org/framester/vn/vn31/data/Accede_95000000
https://w3id.org/framester/pb/pbdata/accede.01__1	accede.01	ARG1	https://w3id.org/framester/vn/vn31/data/Co-Agent.accede_95000000	Co-Agent	Accede_95000000	https://w3id.org/framester/vn/vn31/data/Accede_95000000
https://w3id.org/framester/pb/pbdata/accelerate.01__0	accelerate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accelerate_45040000	Agent	Accelerate_45040000	https://w3id.org/framester/vn/vn31/data/Accelerate_45040000
https://w3id.org/framester/pb/pbdata/accelerate.01__1	accelerate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.accelerate_45040000	Patient	Accelerate_45040000	https://w3id.org/framester/vn/vn31/data/Accelerate_45040000
https://w3id.org/framester/pb/pbdata/accept.01__0	accept.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accept_13050200	Agent	Accept_13050200	https://w3id.org/framester/vn/vn31/data/Accept_13050200
https://w3id.org/framester/pb/pbdata/accept.01__0	accept.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accept_77000000	Agent	Accept_77000000	https://w3id.org/framester/vn/vn31/data/Accept_77000000
https://w3id.org/framester/pb/pbdata/accept.01__1	accept.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accept_13050200	Theme	Accept_13050200	https://w3id.org/framester/vn/vn31/data/Accept_13050200
https://w3id.org/framester/pb/pbdata/accept.01__1	accept.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accept_77000000	Theme	Accept_77000000	https://w3id.org/framester/vn/vn31/data/Accept_77000000
https://w3id.org/framester/pb/pbdata/accept.01__2	accept.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.accept_13050200	Source	Accept_13050200	https://w3id.org/framester/vn/vn31/data/Accept_13050200
https://w3id.org/framester/pb/pbdata/acclaim.01__0	acclaim.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acclaim_33000000	Agent	Acclaim_33000000	https://w3id.org/framester/vn/vn31/data/Acclaim_33000000
https://w3id.org/framester/pb/pbdata/acclaim.01__1	acclaim.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.acclaim_33000000	Theme	Acclaim_33000000	https://w3id.org/framester/vn/vn31/data/Acclaim_33000000
https://w3id.org/framester/pb/pbdata/acclaim.01__2	acclaim.01	ARG2	https://w3id.org/framester/vn/vn31/data/Attribute.acclaim_33000000	Attribute	Acclaim_33000000	https://w3id.org/framester/vn/vn31/data/Acclaim_33000000
https://w3id.org/framester/pb/pbdata/acclaim.01__MNR	acclaim.01	ARG-MNR	https://w3id.org/framester/vn/vn31/data/Attribute.acclaim_33000000	Attribute	Acclaim_33000000	https://w3id.org/framester/vn/vn31/data/Acclaim_33000000
https://w3id.org/framester/pb/pbdata/accommodate.01__0	accommodate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accommodate_26090000	Agent	Accommodate_26090000	https://w3id.org/framester/vn/vn31/data/Accommodate_26090000
https://w3id.org/framester/pb/pbdata/accommodate.01__1	accommodate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.accommodate_26090000	Patient	Accommodate_26090000	https://w3id.org/framester/vn/vn31/data/Accommodate_26090000
https://w3id.org/framester/pb/pbdata/accompany.01__0	accompany.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accompany_51070000	Agent	Accompany_51070000	https://w3id.org/framester/vn/vn31/data/Accompany_51070000
https://w3id.org/framester/pb/pbdata/accompany.01__1	accompany.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accompany_51070000	Theme	Accompany_51070000	https://w3id.org/framester/vn/vn31/data/Accompany_51070000
https://w3id.org/framester/pb/pbdata/accompany.01__4	accompany.01	ARG4	https://w3id.org/framester/vn/vn31/data/Destination.accompany_51070000	Destination	Accompany_51070000	https://w3id.org/framester/vn/vn31/data/Accompany_51070000
https://w3id.org/framester/pb/pbdata/accomplish.01__0	accomplish.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accomplish_55020000	Agent	Accomplish_55020000	https://w3id.org/framester/vn/vn31/data/Accomplish_55020000
https://w3id.org/framester/pb/pbdata/accomplish.01__1	accomplish.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accomplish_55020000	Theme	Accomplish_55020000	https://w3id.org/framester/vn/vn31/data/Accomplish_55020000
https://w3id.org/framester/pb/pbdata/accrue.01__0	accrue.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accrue_13050200	Agent	Accrue_13050200	https://w3id.org/framester/vn/vn31/data/Accrue_13050200
https://w3id.org/framester/pb/pbdata/accrue.01__1	accrue.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accrue_13050200	Theme	Accrue_13050200	https://w3id.org/framester/vn/vn31/data/Accrue_13050200
https://w3id.org/framester/pb/pbdata/accumulate.01__0	accumulate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accumulate_13050200	Agent	Accumulate_13050200	https://w3id.org/framester/vn/vn31/data/Accumulate_13050200
https://w3id.org/framester/pb/pbdata/accumulate.01__0	accumulate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accumulate_47050200	Agent	Accumulate_47050200	https://w3id.org/framester/vn/vn31/data/Accumulate_47050200
https://w3id.org/framester/pb/pbdata/accumulate.01__1	accumulate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accumulate_13050200	Theme	Accumulate_13050200	https://w3id.org/framester/vn/vn31/data/Accumulate_13050200
https://w3id.org/framester/pb/pbdata/accumulate.01__1	accumulate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accumulate_47050200	Theme	Accumulate_47050200	https://w3id.org/framester/vn/vn31/data/Accumulate_47050200
https://w3id.org/framester/pb/pbdata/accurse.01__0	accurse.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accurse_33000000	Agent	Accurse_33000000	https://w3id.org/framester/vn/vn31/data/Accurse_33000000
https://w3id.org/framester/pb/pbdata/accurse.01__2	accurse.01	ARG2	https://w3id.org/framester/vn/vn31/data/Theme.accurse_33000000	Theme	Accurse_33000000	https://w3id.org/framester/vn/vn31/data/Accurse_33000000
https://w3id.org/framester/pb/pbdata/accuse.01__0	accuse.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.accuse_81000000	Agent	Accuse_81000000	https://w3id.org/framester/vn/vn31/data/Accuse_81000000
https://w3id.org/framester/pb/pbdata/accuse.01__1	accuse.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.accuse_81000000	Theme	Accuse_81000000	https://w3id.org/framester/vn/vn31/data/Accuse_81000000
https://w3id.org/framester/pb/pbdata/accuse.01__2	accuse.01	ARG2	https://w3id.org/framester/vn/vn31/data/Attribute.accuse_81000000	Attribute	Accuse_81000000	https://w3id.org/framester/vn/vn31/data/Accuse_81000000
https://w3id.org/framester/pb/pbdata/acetify.01__0	acetify.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acetify_45040000	Agent	Acetify_45040000	https://w3id.org/framester/vn/vn31/data/Acetify_45040000
https://w3id.org/framester/pb/pbdata/acetify.01__1	acetify.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.acetify_45040000	Patient	Acetify_45040000	https://w3id.org/framester/vn/vn31/data/Acetify_45040000
https://w3id.org/framester/pb/pbdata/acetify.01__2	acetify.01	ARG2	https://w3id.org/framester/vn/vn31/data/Instrument.acetify_45040000	Instrument	Acetify_45040000	https://w3id.org/framester/vn/vn31/data/Acetify_45040000
https://w3id.org/framester/pb/pbdata/ache.01__0	ache.01	ARG0	https://w3id.org/framester/vn/vn31/data/Patient.ache_40080200	Patient	Ache_40080200	https://w3id.org/framester/vn/vn31/data/Ache_40080200
https://w3id.org/framester/pb/pbdata/achieve.01__0	achieve.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.achieve_55020000	Agent	Achieve_55020000	https://w3id.org/framester/vn/vn31/data/Achieve_55020000
https://w3id.org/framester/pb/pbdata/achieve.01__1	achieve.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.achieve_55020000	Theme	Achieve_55020000	https://w3id.org/framester/vn/vn31/data/Achieve_55020000
https://w3id.org/framester/pb/pbdata/acidify.01__0	acidify.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acidify_45040000	Agent	Acidify_45040000	https://w3id.org/framester/vn/vn31/data/Acidify_45040000
https://w3id.org/framester/pb/pbdata/acidify.01__1	acidify.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.acidify_45040000	Patient	Acidify_45040000	https://w3id.org/framester/vn/vn31/data/Acidify_45040000
https://w3id.org/framester/pb/pbdata/acknowledge.01__0	acknowledge.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acknowledge_37010000	Agent	Acknowledge_37010000	https://w3id.org/framester/vn/vn31/data/Acknowledge_37010000
https://w3id.org/framester/pb/pbdata/acknowledge.01__1	acknowledge.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.acknowledge_37010000	Topic	Acknowledge_37010000	https://w3id.org/framester/vn/vn31/data/Acknowledge_37010000
https://w3id.org/framester/pb/pbdata/acknowledge.01__2	acknowledge.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.acknowledge_37010000	Recipient	Acknowledge_37010000	https://w3id.org/framester/vn/vn31/data/Acknowledge_37010000
https://w3id.org/framester/pb/pbdata/acquaint.01__0	acquaint.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acquaint_37020000	Agent	Acquaint_37020000	https://w3id.org/framester/vn/vn31/data/Acquaint_37020000
https://w3id.org/framester/pb/pbdata/acquaint.01__1	acquaint.01	ARG1	https://w3id.org/framester/vn/vn31/data/Recipient.acquaint_37020000	Recipient	Acquaint_37020000	https://w3id.org/framester/vn/vn31/data/Acquaint_37020000
https://w3id.org/framester/pb/pbdata/acquaint.01__2	acquaint.01	ARG2	https://w3id.org/framester/vn/vn31/data/Topic.acquaint_37020000	Topic	Acquaint_37020000	https://w3id.org/framester/vn/vn31/data/Acquaint_37020000
https://w3id.org/framester/pb/pbdata/acquiesce.01__0	acquiesce.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.acquiesce_95000000	Agent	Acquiesce_95000000	https://w3id.org/framester/vn/vn31/data/Acquiesce_95000000
https://w3id.org/framester/pb/pbdata/acquiesce.01__1	acquiesce.01	ARG1	https://w3id.org/framester/vn/vn31/data/Co-Agent.acquiesce_95000000	Co-Agent	Acquiesce_95000000	https://w3id.org/framester/vn/vn31/data/Acquiesce_95000000
https://w3id.org/framester/pb/pbdata/act.01__0	act.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.rule_29030000	Agent	Rule_29030000	https://w3id.org/framester/vn/vn31/data/Rule_29030000
https://w3id.org/framester/pb/pbdata/act.01__1	act.01	ARG1	https://w3id.org/framester/vn/vn31/data/Attribute.rule_29030000	Attribute	Rule_29030000	https://w3id.org/framester/vn/vn31/data/Rule_29030000
https://w3id.org/framester/pb/pbdata/act.01__1	act.01	ARG1	https://w3id.org/framester/vn/vn31/data/Result.rule_29030000	Result	Rule_29030000	https://w3id.org/framester/vn/vn31/data/Rule_29030000
https://w3id.org/framester/pb/pbdata/activate.01__0	activate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.activate_45040000	Agent	Activate_45040000	https://w3id.org/framester/vn/vn31/data/Activate_45040000
https://w3id.org/framester/pb/pbdata/activate.01__0	activate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Result.activate_45040000	Result	Activate_45040000	https://w3id.org/framester/vn/vn31/data/Activate_45040000
https://w3id.org/framester/pb/pbdata/activate.01__1	activate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.activate_45040000	Patient	Activate_45040000	https://w3id.org/framester/vn/vn31/data/Activate_45040000
https://w3id.org/framester/pb/pbdata/adapt.01__0	adapt.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adapt_26090000	Agent	Adapt_26090000	https://w3id.org/framester/vn/vn31/data/Adapt_26090000
https://w3id.org/framester/pb/pbdata/adapt.01__1	adapt.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.adapt_26090000	Patient	Adapt_26090000	https://w3id.org/framester/vn/vn31/data/Adapt_26090000
https://w3id.org/framester/pb/pbdata/adapt.01__2	adapt.01	ARG2	https://w3id.org/framester/vn/vn31/data/Goal.adapt_26090000	Goal	Adapt_26090000	https://w3id.org/framester/vn/vn31/data/Adapt_26090000
https://w3id.org/framester/pb/pbdata/add.01__0	add.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.add_37070000	Agent	Add_37070000	https://w3id.org/framester/vn/vn31/data/Add_37070000
https://w3id.org/framester/pb/pbdata/add.01__1	add.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.add_37070000	Topic	Add_37070000	https://w3id.org/framester/vn/vn31/data/Add_37070000
https://w3id.org/framester/pb/pbdata/add.02__0	add.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.add_10800000	Agent	Add_10800000	https://w3id.org/framester/vn/vn31/data/Add_10800000
https://w3id.org/framester/pb/pbdata/add.02__1	add.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.add_10800000	Theme	Add_10800000	https://w3id.org/framester/vn/vn31/data/Add_10800000
https://w3id.org/framester/pb/pbdata/add.02__1	add.02	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.add_37070000	Topic	Add_37070000	https://w3id.org/framester/vn/vn31/data/Add_37070000
https://w3id.org/framester/pb/pbdata/add.02__2	add.02	ARG2	https://w3id.org/framester/vn/vn31/data/Co-Theme.add_10800000	Co-Theme	Add_10800000	https://w3id.org/framester/vn/vn31/data/Add_10800000
https://w3id.org/framester/pb/pbdata/add.03__2	add.03	ARG2	https://w3id.org/framester/vn/vn31/data/Topic.add_37070000	Topic	Add_37070000	https://w3id.org/framester/vn/vn31/data/Add_37070000
https://w3id.org/framester/pb/pbdata/addict.01__0	addict.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.addict_96000000	Agent	Addict_96000000	https://w3id.org/framester/vn/vn31/data/Addict_96000000
https://w3id.org/framester/pb/pbdata/addict.01__1	addict.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.addict_96000000	Patient	Addict_96000000	https://w3id.org/framester/vn/vn31/data/Addict_96000000
https://w3id.org/framester/pb/pbdata/addict.01__2	addict.01	ARG2	https://w3id.org/framester/vn/vn31/data/Stimulus.addict_96000000	Stimulus	Addict_96000000	https://w3id.org/framester/vn/vn31/data/Addict_96000000
https://w3id.org/framester/pb/pbdata/address.01__0	address.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.address_25030000	Agent	Address_25030000	https://w3id.org/framester/vn/vn31/data/Address_25030000
https://w3id.org/framester/pb/pbdata/address.01__1	address.01	ARG1	https://w3id.org/framester/vn/vn31/data/Destination.address_25030000	Destination	Address_25030000	https://w3id.org/framester/vn/vn31/data/Address_25030000
https://w3id.org/framester/pb/pbdata/address.02__0	address.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.speak_37050000	Agent	Speak_37050000	https://w3id.org/framester/vn/vn31/data/Speak_37050000
https://w3id.org/framester/pb/pbdata/address.02__LOC	address.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Agent.speak_37050000	Agent	Speak_37050000	https://w3id.org/framester/vn/vn31/data/Speak_37050000
https://w3id.org/framester/pb/pbdata/address.02__TMP	address.02	ARG-TMP	https://w3id.org/framester/vn/vn31/data/Agent.speak_37050000	Agent	Speak_37050000	https://w3id.org/framester/vn/vn31/data/Speak_37050000
https://w3id.org/framester/pb/pbdata/adhere.01__1	adhere.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.adhere_22050000	Theme	Adhere_22050000	https://w3id.org/framester/vn/vn31/data/Adhere_22050000
https://w3id.org/framester/pb/pbdata/adhere.01__2	adhere.01	ARG2	https://w3id.org/framester/vn/vn31/data/Co-Theme.adhere_22050000	Co-Theme	Adhere_22050000	https://w3id.org/framester/vn/vn31/data/Adhere_22050000
https://w3id.org/framester/pb/pbdata/adjust.01__0	adjust.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adjust_26090000	Agent	Adjust_26090000	https://w3id.org/framester/vn/vn31/data/Adjust_26090000
https://w3id.org/framester/pb/pbdata/adjust.01__1	adjust.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.adjust_26090000	Patient	Adjust_26090000	https://w3id.org/framester/vn/vn31/data/Adjust_26090000
https://w3id.org/framester/pb/pbdata/adjust.01__2	adjust.01	ARG2	https://w3id.org/framester/vn/vn31/data/Goal.adjust_26090000	Goal	Adjust_26090000	https://w3id.org/framester/vn/vn31/data/Adjust_26090000
https://w3id.org/framester/pb/pbdata/admire.01__0	admire.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.admire_31020000	Experiencer	Admire_31020000	https://w3id.org/framester/vn/vn31/data/Admire_31020000
https://w3id.org/framester/pb/pbdata/admire.01__1	admire.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.admire_31020000	Stimulus	Admire_31020000	https://w3id.org/framester/vn/vn31/data/Admire_31020000
https://w3id.org/framester/pb/pbdata/admit.01__0	admit.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.admit_37010000	Agent	Admit_37010000	https://w3id.org/framester/vn/vn31/data/Admit_37010000
https://w3id.org/framester/pb/pbdata/admit.01__1	admit.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.admit_37010000	Topic	Admit_37010000	https://w3id.org/framester/vn/vn31/data/Admit_37010000
https://w3id.org/framester/pb/pbdata/admit.01__2	admit.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.admit_37010000	Recipient	Admit_37010000	https://w3id.org/framester/vn/vn31/data/Admit_37010000
https://w3id.org/framester/pb/pbdata/admit.02__0	admit.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.admit_65000000	Agent	Admit_65000000	https://w3id.org/framester/vn/vn31/data/Admit_65000000
https://w3id.org/framester/pb/pbdata/admit.02__1	admit.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.admit_65000000	Theme	Admit_65000000	https://w3id.org/framester/vn/vn31/data/Admit_65000000
https://w3id.org/framester/pb/pbdata/admit.02__2	admit.02	ARG2	https://w3id.org/framester/vn/vn31/data/Location.admit_65000000	Location	Admit_65000000	https://w3id.org/framester/vn/vn31/data/Admit_65000000
https://w3id.org/framester/pb/pbdata/admonish.01__0	admonish.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.admonish_58010000	Agent	Admonish_58010000	https://w3id.org/framester/vn/vn31/data/Admonish_58010000
https://w3id.org/framester/pb/pbdata/admonish.01__1	admonish.01	ARG1	https://w3id.org/framester/vn/vn31/data/Recipient.admonish_58010000	Recipient	Admonish_58010000	https://w3id.org/framester/vn/vn31/data/Admonish_58010000
https://w3id.org/framester/pb/pbdata/admonish.01__2	admonish.01	ARG2	https://w3id.org/framester/vn/vn31/data/Topic.admonish_58010000	Topic	Admonish_58010000	https://w3id.org/framester/vn/vn31/data/Admonish_58010000
https://w3id.org/framester/pb/pbdata/adopt.01__0	adopt.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adopt_29010000	Agent	Adopt_29010000	https://w3id.org/framester/vn/vn31/data/Adopt_29010000
https://w3id.org/framester/pb/pbdata/adopt.01__0	adopt.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adopt_29020000	Agent	Adopt_29020000	https://w3id.org/framester/vn/vn31/data/Adopt_29020000
https://w3id.org/framester/pb/pbdata/adopt.01__0	adopt.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adopt_93000000	Agent	Adopt_93000000	https://w3id.org/framester/vn/vn31/data/Adopt_93000000
https://w3id.org/framester/pb/pbdata/adopt.01__1	adopt.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.adopt_29010000	Theme	Adopt_29010000	https://w3id.org/framester/vn/vn31/data/Adopt_29010000
https://w3id.org/framester/pb/pbdata/adopt.01__1	adopt.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.adopt_29020000	Theme	Adopt_29020000	https://w3id.org/framester/vn/vn31/data/Adopt_29020000
https://w3id.org/framester/pb/pbdata/adopt.01__1	adopt.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.adopt_93000000	Theme	Adopt_93000000	https://w3id.org/framester/vn/vn31/data/Adopt_93000000
https://w3id.org/framester/pb/pbdata/adopt.01__2	adopt.01	ARG2	https://w3id.org/framester/vn/vn31/data/Attribute.adopt_29020000	Attribute	Adopt_29020000	https://w3id.org/framester/vn/vn31/data/Adopt_29020000
https://w3id.org/framester/pb/pbdata/adopt.01__2	adopt.01	ARG2	https://w3id.org/framester/vn/vn31/data/Result.adopt_29010000	Result	Adopt_29010000	https://w3id.org/framester/vn/vn31/data/Adopt_29010000
https://w3id.org/framester/pb/pbdata/adore.01__0	adore.01	ARG0	https://w3id.org/framester/vn/vn31/data/Experiencer.adore_31020000	Experiencer	Adore_31020000	https://w3id.org/framester/vn/vn31/data/Adore_31020000
https://w3id.org/framester/pb/pbdata/adore.01__1	adore.01	ARG1	https://w3id.org/framester/vn/vn31/data/Stimulus.adore_31020000	Stimulus	Adore_31020000	https://w3id.org/framester/vn/vn31/data/Adore_31020000
https://w3id.org/framester/pb/pbdata/adorn.01__0	adorn.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.adorn_25030000	Agent	Adorn_25030000	https://w3id.org/framester/vn/vn31/data/Adorn_25030000
