PB Role URI	PB RoleSet	PB Role	VerbNet Role URI for FRED	VN_Role	VN_Sense	VerbNet VerbSense URI for FRED
https://w3id.org/framester/pb/pbdata/approach.02__MNR	approach.02	ARG-MNR	https://w3id.org/framester/vn/vn31/data/Theme.approach_98000000	Theme	Approach_98000000	https://w3id.org/framester/vn/vn31/data/Approach_98000000
https://w3id.org/framester/pb/pbdata/approach.02__MNR	approach.02	ARG-MNR	https://w3id.org/framester/vn/vn31/data/Trajectory.approach_98000000	Trajectory	Approach_98000000	https://w3id.org/framester/vn/vn31/data/Approach_98000000
https://w3id.org/framester/pb/pbdata/appropriate.01__0	appropriate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.appropriate_13050200	Agent	Appropriate_13050200	https://w3id.org/framester/vn/vn31/data/Appropriate_13050200
https://w3id.org/framester/pb/pbdata/appropriate.01__1	appropriate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.appropriate_13050200	Theme	Appropriate_13050200	https://w3id.org/framester/vn/vn31/data/Appropriate_13050200
https://w3id.org/framester/pb/pbdata/approve.01__0	approve.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.approve_33000000	Agent	Approve_33000000	https://w3id.org/framester/vn/vn31/data/Approve_33000000
https://w3id.org/framester/pb/pbdata/approve.01__0	approve.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.approve_64000000	Agent	Approve_64000000	https://w3id.org/framester/vn/vn31/data/Approve_64000000
https://w3id.org/framester/pb/pbdata/approve.01__1	approve.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.approve_33000000	Theme	Approve_33000000	https://w3id.org/framester/vn/vn31/data/Approve_33000000
https://w3id.org/framester/pb/pbdata/approve.01__1	approve.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.approve_64000000	Theme	Approve_64000000	https://w3id.org/framester/vn/vn31/data/Approve_64000000
https://w3id.org/framester/pb/pbdata/approve.01__R-A	approve.01	ARG-R-A1	https://w3id.org/framester/vn/vn31/data/Theme.approve_33000000	Theme	Approve_33000000	https://w3id.org/framester/vn/vn31/data/Approve_33000000
https://w3id.org/framester/pb/pbdata/approximate.01__0	approximate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.approximate_34020000	Agent	Approximate_34020000	https://w3id.org/framester/vn/vn31/data/Approximate_34020000
https://w3id.org/framester/pb/pbdata/approximate.01__0	approximate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.approximate_54040000	Agent	Approximate_54040000	https://w3id.org/framester/vn/vn31/data/Approximate_54040000
https://w3id.org/framester/pb/pbdata/approximate.01__1	approximate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.approximate_34020000	Theme	Approximate_34020000	https://w3id.org/framester/vn/vn31/data/Approximate_34020000
https://w3id.org/framester/pb/pbdata/approximate.01__1	approximate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.approximate_54040000	Theme	Approximate_54040000	https://w3id.org/framester/vn/vn31/data/Approximate_54040000
https://w3id.org/framester/pb/pbdata/arch.01__0	arch.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.arch_40030200	Agent	Arch_40030200	https://w3id.org/framester/vn/vn31/data/Arch_40030200
https://w3id.org/framester/pb/pbdata/arch.01__1	arch.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.arch_40030200	Patient	Arch_40030200	https://w3id.org/framester/vn/vn31/data/Arch_40030200
https://w3id.org/framester/pb/pbdata/arch.01__2	arch.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.arch_40030200	Recipient	Arch_40030200	https://w3id.org/framester/vn/vn31/data/Arch_40030200
https://w3id.org/framester/pb/pbdata/archive.01__0	archive.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.archive_90100000	Agent	Archive_90100000	https://w3id.org/framester/vn/vn31/data/Archive_90100000
https://w3id.org/framester/pb/pbdata/archive.01__1	archive.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.archive_90100000	Theme	Archive_90100000	https://w3id.org/framester/vn/vn31/data/Archive_90100000
https://w3id.org/framester/pb/pbdata/archive.01__2	archive.01	ARG2	https://w3id.org/framester/vn/vn31/data/Destination.archive_90100000	Destination	Archive_90100000	https://w3id.org/framester/vn/vn31/data/Archive_90100000
https://w3id.org/framester/pb/pbdata/argue.02__0	argue.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.argue_37060000	Agent	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__0	argue.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.flap_40030200	Agent	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__0	argue.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.flap_47030000	Agent	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__0	argue.02	ARG0	https://w3id.org/framester/vn/vn31/data/Patient.argue_37060000	Patient	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__0	argue.02	ARG0	https://w3id.org/framester/vn/vn31/data/Patient.flap_40030200	Patient	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.argue_37060000	Agent	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Agent.flap_40030200	Agent	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Co-Agent.argue_37060000	Co-Agent	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Co-Agent.flap_40030200	Co-Agent	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Co-Agent.flap_47030000	Co-Agent	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Location.flap_47030000	Location	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.argue_37060000	Patient	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.flap_40030200	Patient	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Recipient.argue_37060000	Recipient	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Recipient.flap_40030200	Recipient	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.flap_40030200	Theme	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.flap_47030000	Theme	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__1	argue.02	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.flap_47030000	Topic	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Location.argue_37060000	Location	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Location.flap_47030000	Location	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Patient.flap_40030200	Patient	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Theme.flap_40030200	Theme	Flap_40030200	https://w3id.org/framester/vn/vn31/data/Flap_40030200
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Theme.flap_47030000	Theme	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Topic.argue_37060000	Topic	Argue_37060000	https://w3id.org/framester/vn/vn31/data/Argue_37060000
https://w3id.org/framester/pb/pbdata/argue.02__2	argue.02	ARG2	https://w3id.org/framester/vn/vn31/data/Topic.flap_47030000	Topic	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__LOC	argue.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Co-Agent.flap_47030000	Co-Agent	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/argue.02__LOC	argue.02	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.flap_47030000	Location	Flap_47030000	https://w3id.org/framester/vn/vn31/data/Flap_47030000
https://w3id.org/framester/pb/pbdata/arise.01__1	arise.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.arise_48010100	Theme	Arise_48010100	https://w3id.org/framester/vn/vn31/data/Arise_48010100
https://w3id.org/framester/pb/pbdata/arise.01__2	arise.01	ARG2	https://w3id.org/framester/vn/vn31/data/Location.arise_48010100	Location	Arise_48010100	https://w3id.org/framester/vn/vn31/data/Arise_48010100
https://w3id.org/framester/pb/pbdata/arise.01__LOC	arise.01	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Location.arise_48010100	Location	Arise_48010100	https://w3id.org/framester/vn/vn31/data/Arise_48010100
https://w3id.org/framester/pb/pbdata/arise.01__TMP	arise.01	ARG-TMP	https://w3id.org/framester/vn/vn31/data/Location.arise_48010100	Location	Arise_48010100	https://w3id.org/framester/vn/vn31/data/Arise_48010100
https://w3id.org/framester/pb/pbdata/arouse.01__0	arouse.01	ARG0	https://w3id.org/framester/vn/vn31/data/Stimulus.arouse_31010000	Stimulus	Arouse_31010000	https://w3id.org/framester/vn/vn31/data/Arouse_31010000
https://w3id.org/framester/pb/pbdata/arouse.01__1	arouse.01	ARG1	https://w3id.org/framester/vn/vn31/data/Experiencer.arouse_31010000	Experiencer	Arouse_31010000	https://w3id.org/framester/vn/vn31/data/Arouse_31010000
https://w3id.org/framester/pb/pbdata/arrange.01__0	arrange.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.arrange_26010000	Agent	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/arrange.01__0	arrange.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.arrange_90100000	Agent	Arrange_90100000	https://w3id.org/framester/vn/vn31/data/Arrange_90100000
https://w3id.org/framester/pb/pbdata/arrange.01__1	arrange.01	ARG1	https://w3id.org/framester/vn/vn31/data/Product.arrange_26010000	Product	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/arrange.01__1	arrange.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.arrange_90100000	Theme	Arrange_90100000	https://w3id.org/framester/vn/vn31/data/Arrange_90100000
https://w3id.org/framester/pb/pbdata/arrange.01__2	arrange.01	ARG2	https://w3id.org/framester/vn/vn31/data/Material.arrange_26010000	Material	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/arrange.01__3	arrange.01	ARG3	https://w3id.org/framester/vn/vn31/data/Beneficiary.arrange_26010000	Beneficiary	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/arrange.01__4	arrange.01	ARG4	https://w3id.org/framester/vn/vn31/data/Product.arrange_26010000	Product	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/arrange.01__LOC	arrange.01	ARG-LOC	https://w3id.org/framester/vn/vn31/data/Destination.arrange_90100000	Destination	Arrange_90100000	https://w3id.org/framester/vn/vn31/data/Arrange_90100000
https://w3id.org/framester/pb/pbdata/arrange.01__MNR	arrange.01	ARG-MNR	https://w3id.org/framester/vn/vn31/data/Material.arrange_26010000	Material	Arrange_26010000	https://w3id.org/framester/vn/vn31/data/Arrange_26010000
https://w3id.org/framester/pb/pbdata/ascend.01__0	ascend.01	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.ascend_47070000	Theme	Ascend_47070000	https://w3id.org/framester/vn/vn31/data/Ascend_47070000
https://w3id.org/framester/pb/pbdata/ascend.01__0	ascend.01	ARG0	https://w3id.org/framester/vn/vn31/data/Theme.ascend_51010000	Theme	Ascend_51010000	https://w3id.org/framester/vn/vn31/data/Ascend_51010000
https://w3id.org/framester/pb/pbdata/ascend.01__1	ascend.01	ARG1	https://w3id.org/framester/vn/vn31/data/Location.ascend_47070000	Location	Ascend_47070000	https://w3id.org/framester/vn/vn31/data/Ascend_47070000
https://w3id.org/framester/pb/pbdata/ascend.01__1	ascend.01	ARG1	https://w3id.org/framester/vn/vn31/data/Trajectory.ascend_51010000	Trajectory	Ascend_51010000	https://w3id.org/framester/vn/vn31/data/Ascend_51010000
https://w3id.org/framester/pb/pbdata/ascend.01__2	ascend.01	ARG2	https://w3id.org/framester/vn/vn31/data/Destination.ascend_51010000	Destination	Ascend_51010000	https://w3id.org/framester/vn/vn31/data/Ascend_51010000
https://w3id.org/framester/pb/pbdata/ascend.01__TMP	ascend.01	ARG-TMP	https://w3id.org/framester/vn/vn31/data/Initial_Location.ascend_51010000	Initial_Location	Ascend_51010000	https://w3id.org/framester/vn/vn31/data/Ascend_51010000
https://w3id.org/framester/pb/pbdata/ascertain.01__0	ascertain.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ascertain_37013000	Agent	Ascertain_37013000	https://w3id.org/framester/vn/vn31/data/Ascertain_37013000
https://w3id.org/framester/pb/pbdata/ascertain.01__0	ascertain.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ascertain_84000000	Agent	Ascertain_84000000	https://w3id.org/framester/vn/vn31/data/Ascertain_84000000
https://w3id.org/framester/pb/pbdata/ascertain.01__0	ascertain.01	ARG0	https://w3id.org/framester/vn/vn31/data/Cause.ascertain_99000000	Cause	Ascertain_99000000	https://w3id.org/framester/vn/vn31/data/Ascertain_99000000
https://w3id.org/framester/pb/pbdata/ascertain.01__0	ascertain.01	ARG0	https://w3id.org/framester/vn/vn31/data/Source.ascertain_84000000	Source	Ascertain_84000000	https://w3id.org/framester/vn/vn31/data/Ascertain_84000000
https://w3id.org/framester/pb/pbdata/ascertain.01__1	ascertain.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.ascertain_84000000	Theme	Ascertain_84000000	https://w3id.org/framester/vn/vn31/data/Ascertain_84000000
https://w3id.org/framester/pb/pbdata/ascertain.01__1	ascertain.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.ascertain_99000000	Theme	Ascertain_99000000	https://w3id.org/framester/vn/vn31/data/Ascertain_99000000
https://w3id.org/framester/pb/pbdata/ascertain.01__1	ascertain.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.ascertain_37013000	Topic	Ascertain_37013000	https://w3id.org/framester/vn/vn31/data/Ascertain_37013000
https://w3id.org/framester/pb/pbdata/ascertain.01__2	ascertain.01	ARG2	https://w3id.org/framester/vn/vn31/data/Source.ascertain_84000000	Source	Ascertain_84000000	https://w3id.org/framester/vn/vn31/data/Ascertain_84000000
https://w3id.org/framester/pb/pbdata/ascertain.01__R-A	ascertain.01	ARG-R-A0	https://w3id.org/framester/vn/vn31/data/Source.ascertain_84000000	Source	Ascertain_84000000	https://w3id.org/framester/vn/vn31/data/Ascertain_84000000
https://w3id.org/framester/pb/pbdata/ask.01__0	ask.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ask_37010200	Agent	Ask_37010200	https://w3id.org/framester/vn/vn31/data/Ask_37010200
https://w3id.org/framester/pb/pbdata/ask.01__1	ask.01	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.ask_37010200	Topic	Ask_37010200	https://w3id.org/framester/vn/vn31/data/Ask_37010200
https://w3id.org/framester/pb/pbdata/ask.01__2	ask.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.ask_37010200	Recipient	Ask_37010200	https://w3id.org/framester/vn/vn31/data/Ask_37010200
https://w3id.org/framester/pb/pbdata/ask.02__0	ask.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ask_58010000	Agent	Ask_58010000	https://w3id.org/framester/vn/vn31/data/Ask_58010000
https://w3id.org/framester/pb/pbdata/ask.02__0	ask.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ask_58020000	Agent	Ask_58020000	https://w3id.org/framester/vn/vn31/data/Ask_58020000
https://w3id.org/framester/pb/pbdata/ask.02__1	ask.02	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.ask_58010000	Topic	Ask_58010000	https://w3id.org/framester/vn/vn31/data/Ask_58010000
https://w3id.org/framester/pb/pbdata/ask.02__1	ask.02	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.ask_58020000	Topic	Ask_58020000	https://w3id.org/framester/vn/vn31/data/Ask_58020000
https://w3id.org/framester/pb/pbdata/ask.02__2	ask.02	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.ask_58010000	Recipient	Ask_58010000	https://w3id.org/framester/vn/vn31/data/Ask_58010000
https://w3id.org/framester/pb/pbdata/ask.02__2	ask.02	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.ask_58020000	Recipient	Ask_58020000	https://w3id.org/framester/vn/vn31/data/Ask_58020000
https://w3id.org/framester/pb/pbdata/ask.03__0	ask.03	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.ask_58010000	Agent	Ask_58010000	https://w3id.org/framester/vn/vn31/data/Ask_58010000
https://w3id.org/framester/pb/pbdata/ask.03__1	ask.03	ARG1	https://w3id.org/framester/vn/vn31/data/Topic.ask_58010000	Topic	Ask_58010000	https://w3id.org/framester/vn/vn31/data/Ask_58010000
https://w3id.org/framester/pb/pbdata/asphyxiate.01__0	asphyxiate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.asphyxiate_40070000	Agent	Asphyxiate_40070000	https://w3id.org/framester/vn/vn31/data/Asphyxiate_40070000
https://w3id.org/framester/pb/pbdata/asphyxiate.01__0	asphyxiate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.asphyxiate_42020000	Agent	Asphyxiate_42020000	https://w3id.org/framester/vn/vn31/data/Asphyxiate_42020000
https://w3id.org/framester/pb/pbdata/asphyxiate.01__1	asphyxiate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.asphyxiate_42020000	Patient	Asphyxiate_42020000	https://w3id.org/framester/vn/vn31/data/Asphyxiate_42020000
https://w3id.org/framester/pb/pbdata/asphyxiate.01__2	asphyxiate.01	ARG2	https://w3id.org/framester/vn/vn31/data/Instrument.asphyxiate_42020000	Instrument	Asphyxiate_42020000	https://w3id.org/framester/vn/vn31/data/Asphyxiate_42020000
https://w3id.org/framester/pb/pbdata/assail.01__0	assail.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assail_33000000	Agent	Assail_33000000	https://w3id.org/framester/vn/vn31/data/Assail_33000000
https://w3id.org/framester/pb/pbdata/assail.01__1	assail.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assail_33000000	Theme	Assail_33000000	https://w3id.org/framester/vn/vn31/data/Assail_33000000
https://w3id.org/framester/pb/pbdata/assassinate.01__0	assassinate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assassinate_42010000	Agent	Assassinate_42010000	https://w3id.org/framester/vn/vn31/data/Assassinate_42010000
https://w3id.org/framester/pb/pbdata/assassinate.01__1	assassinate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.assassinate_42010000	Patient	Assassinate_42010000	https://w3id.org/framester/vn/vn31/data/Assassinate_42010000
https://w3id.org/framester/pb/pbdata/assault.01__0	assault.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assault_33000000	Agent	Assault_33000000	https://w3id.org/framester/vn/vn31/data/Assault_33000000
https://w3id.org/framester/pb/pbdata/assault.01__1	assault.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assault_33000000	Theme	Assault_33000000	https://w3id.org/framester/vn/vn31/data/Assault_33000000
https://w3id.org/framester/pb/pbdata/assemble.01__0	assemble.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assemble_26010000	Agent	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.01__1	assemble.01	ARG1	https://w3id.org/framester/vn/vn31/data/Product.assemble_26010000	Product	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.01__2	assemble.01	ARG2	https://w3id.org/framester/vn/vn31/data/Material.assemble_26010000	Material	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.01__4	assemble.01	ARG4	https://w3id.org/framester/vn/vn31/data/Product.assemble_26010000	Product	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.02__0	assemble.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assemble_26010000	Agent	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.02__0	assemble.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assemble_47050200	Agent	Assemble_47050200	https://w3id.org/framester/vn/vn31/data/Assemble_47050200
https://w3id.org/framester/pb/pbdata/assemble.02__1	assemble.02	ARG1	https://w3id.org/framester/vn/vn31/data/Product.assemble_26010000	Product	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assemble.02__1	assemble.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assemble_47050200	Theme	Assemble_47050200	https://w3id.org/framester/vn/vn31/data/Assemble_47050200
https://w3id.org/framester/pb/pbdata/assemble.02__2	assemble.02	ARG2	https://w3id.org/framester/vn/vn31/data/Material.assemble_26010000	Material	Assemble_26010000	https://w3id.org/framester/vn/vn31/data/Assemble_26010000
https://w3id.org/framester/pb/pbdata/assert.01__0	assert.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assert_48010200	Agent	Assert_48010200	https://w3id.org/framester/vn/vn31/data/Assert_48010200
https://w3id.org/framester/pb/pbdata/assert.01__1	assert.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assert_48010200	Theme	Assert_48010200	https://w3id.org/framester/vn/vn31/data/Assert_48010200
https://w3id.org/framester/pb/pbdata/assert.01__2	assert.01	ARG2	https://w3id.org/framester/vn/vn31/data/Recipient.assert_48010200	Recipient	Assert_48010200	https://w3id.org/framester/vn/vn31/data/Assert_48010200
https://w3id.org/framester/pb/pbdata/assert.02__0	assert.02	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assert_48010200	Agent	Assert_48010200	https://w3id.org/framester/vn/vn31/data/Assert_48010200
https://w3id.org/framester/pb/pbdata/assert.02__1	assert.02	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assert_48010200	Theme	Assert_48010200	https://w3id.org/framester/vn/vn31/data/Assert_48010200
https://w3id.org/framester/pb/pbdata/assess.01__0	assess.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assess_34010000	Agent	Assess_34010000	https://w3id.org/framester/vn/vn31/data/Assess_34010000
https://w3id.org/framester/pb/pbdata/assess.01__0	assess.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assess_34020000	Agent	Assess_34020000	https://w3id.org/framester/vn/vn31/data/Assess_34020000
https://w3id.org/framester/pb/pbdata/assess.01__0	assess.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assess_54040000	Agent	Assess_54040000	https://w3id.org/framester/vn/vn31/data/Assess_54040000
https://w3id.org/framester/pb/pbdata/assess.01__1	assess.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assess_34010000	Theme	Assess_34010000	https://w3id.org/framester/vn/vn31/data/Assess_34010000
https://w3id.org/framester/pb/pbdata/assess.01__1	assess.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assess_34020000	Theme	Assess_34020000	https://w3id.org/framester/vn/vn31/data/Assess_34020000
https://w3id.org/framester/pb/pbdata/assess.01__1	assess.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assess_54040000	Theme	Assess_54040000	https://w3id.org/framester/vn/vn31/data/Assess_54040000
https://w3id.org/framester/pb/pbdata/assess.01__2	assess.01	ARG2	https://w3id.org/framester/vn/vn31/data/Attribute.assess_34010000	Attribute	Assess_34010000	https://w3id.org/framester/vn/vn31/data/Assess_34010000
https://w3id.org/framester/pb/pbdata/assess.01__2	assess.01	ARG2	https://w3id.org/framester/vn/vn31/data/Value.assess_34020000	Value	Assess_34020000	https://w3id.org/framester/vn/vn31/data/Assess_34020000
https://w3id.org/framester/pb/pbdata/assess.01__2	assess.01	ARG2	https://w3id.org/framester/vn/vn31/data/Value.assess_54040000	Value	Assess_54040000	https://w3id.org/framester/vn/vn31/data/Assess_54040000
https://w3id.org/framester/pb/pbdata/assign.01__0	assign.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assign_13030000	Agent	Assign_13030000	https://w3id.org/framester/vn/vn31/data/Assign_13030000
https://w3id.org/framester/pb/pbdata/assign.01__1	assign.01	ARG1	https://w3id.org/framester/vn/vn31/data/Theme.assign_13030000	Theme	Assign_13030000	https://w3id.org/framester/vn/vn31/data/Assign_13030000
https://w3id.org/framester/pb/pbdata/assign.01__2	assign.01	ARG2	https://w3id.org/framester/vn/vn31/data/Goal.assign_13030000	Goal	Assign_13030000	https://w3id.org/framester/vn/vn31/data/Assign_13030000
https://w3id.org/framester/pb/pbdata/assimilate.01__0	assimilate.01	ARG0	https://w3id.org/framester/vn/vn31/data/Agent.assimilate_26090000	Agent	Assimilate_26090000	https://w3id.org/framester/vn/vn31/data/Assimilate_26090000
https://w3id.org/framester/pb/pbdata/assimilate.01__1	assimilate.01	ARG1	https://w3id.org/framester/vn/vn31/data/Patient.assimilate_26090000	Patient	Assimilate_26090000	https://w3id.org/framester/vn/vn31/data/Assimilate_26090000
