pbrole	pbrolelabel	pbrolesup	varole
pbdata:dodder-01__4	pblocalrole:path	pbschema:ARG4	
pbdata:dodder-01__4	pblocalrole:path	pbschema:ARG-DIR	
pbdata:dodge-01__0	pblocalrole:avoider	pbschema:ARG0	va:Agent
pbdata:dodge-01__0	pblocalrole:avoider	pbschema:ARG-PAG	va:Agent
pbdata:dodge-01__1	pblocalrole:thing_avoided	pbschema:ARG1	va:Theme
pbdata:dodge-01__1	pblocalrole:thing_avoided	pbschema:ARG-PPT	va:Theme
pbdata:doff-01__0	pblocalrole:remover	pbschema:ARG0	va:Agent
pbdata:doff-01__0	pblocalrole:remover	pbschema:ARG-PAG	va:Agent
pbdata:doff-01__1	pblocalrole:clothing_removed	pbschema:ARG1	va:Patient
pbdata:doff-01__1	pblocalrole:clothing_removed	pbschema:ARG-PPT	va:Patient
pbdata:doff-01__2	pblocalrole:removed_from	pbschema:ARG2	va:Source
pbdata:doff-01__2	pblocalrole:removed_from	pbschema:ARG-DIR	va:Source
pbdata:doff-01__3	pblocalrole:in_exchange_for	pbschema:ARG3	va:Co-Patient
pbdata:doff-01__3	pblocalrole:in_exchange_for	pbschema:ARG-VSP	va:Co-Patient
pbdata:dog-01__0	pblocalrole:thing_following_and_harassing	pbschema:ARG0	va:Agent
pbdata:dog-01__0	pblocalrole:thing_following_and_harassing	pbschema:ARG-PAG	va:Agent
pbdata:dog-01__1	pblocalrole:thing_followed_and_harassed	pbschema:ARG1	va:Theme
pbdata:dog-01__1	pblocalrole:thing_followed_and_harassed	pbschema:ARG-PPT	va:Theme
pbdata:dogsit-01__0	pblocalrole:dogsitter	pbschema:ARG0	
pbdata:dogsit-01__0	pblocalrole:dogsitter	pbschema:ARG-PAG	
pbdata:dogsit-01__1	pblocalrole:dog	pbschema:ARG1	
pbdata:dogsit-01__1	pblocalrole:dog	pbschema:ARG-PPT	
pbdata:dogsit-01__2	pblocalrole:dog_owner	pbschema:ARG2	
pbdata:dogsit-01__2	pblocalrole:dog_owner	pbschema:ARG-GOL	
pbdata:dogsled-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dogsled-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dogsled-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dogsled-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dogsled-01__1	pblocalrole:thing_moved	pbschema:ARG1	
pbdata:dogsled-01__1	pblocalrole:thing_moved	pbschema:ARG-PPT	
pbdata:dogsled-01__2	pblocalrole:locations	pbschema:ARG2	
pbdata:dogsled-01__2	pblocalrole:locations	pbschema:ARG-LOC	
pbdata:dogsled-01__3	pblocalrole:destination	pbschema:ARG3	
pbdata:dogsled-01__3	pblocalrole:destination	pbschema:ARG-LOC	
pbdata:doing-07__0	pblocalrole:maker	pbschema:ARG0	
pbdata:doing-07__0	pblocalrole:maker	pbschema:ARG-PAG	
pbdata:doing-07__1	pblocalrole:true_noun_predicate	pbschema:ARG1	
pbdata:doing-07__1	pblocalrole:true_noun_predicate	pbschema:ARG-PRD	
pbdata:dole-out-01__0	pblocalrole:distributor	pbschema:ARG0	
pbdata:dole-out-01__0	pblocalrole:distributor	pbschema:ARG-PAG	
pbdata:dole-out-01__1	pblocalrole:thing_distributed	pbschema:ARG1	
pbdata:dole-out-01__1	pblocalrole:thing_distributed	pbschema:ARG-PPT	
pbdata:dole-out-01__2	pblocalrole:distributed_to	pbschema:ARG2	
pbdata:dole-out-01__2	pblocalrole:distributed_to	pbschema:ARG-GOL	
pbdata:doll-01__0	pblocalrole:entity_putting_on_clothes	pbschema:ARG0	
pbdata:doll-01__0	pblocalrole:entity_putting_on_clothes	pbschema:ARG-PAG	
pbdata:doll-01__1	pblocalrole:entity_dressed_up	pbschema:ARG1	
pbdata:doll-01__1	pblocalrole:entity_dressed_up	pbschema:ARG-PPT	
pbdata:doll-01__2	pblocalrole:clothing_itself_or_attribute	pbschema:ARG2	
pbdata:doll-01__2	pblocalrole:clothing_itself_or_attribute	pbschema:ARG-PRD	
pbdata:doll-up-02__0	pblocalrole:entity_putting_on_clothes	pbschema:ARG0	
pbdata:doll-up-02__0	pblocalrole:entity_putting_on_clothes	pbschema:ARG-PAG	
pbdata:doll-up-02__1	pblocalrole:entity_dressed_up	pbschema:ARG1	
pbdata:doll-up-02__1	pblocalrole:entity_dressed_up	pbschema:ARG-PPT	
pbdata:doll-up-02__2	pblocalrole:clothing_itself_or_attribute	pbschema:ARG2	
pbdata:doll-up-02__2	pblocalrole:clothing_itself_or_attribute	pbschema:ARG-PRD	
pbdata:dollarize-01__0	pblocalrole:introducer	pbschema:ARG0	va:Agent
pbdata:dollarize-01__0	pblocalrole:introducer	pbschema:ARG-PAG	va:Agent
pbdata:dollarize-01__1	pblocalrole:introduced_to	pbschema:ARG1	va:Patient
pbdata:dollarize-01__1	pblocalrole:introduced_to	pbschema:ARG-PPT	va:Patient
pbdata:domesticate-01__0	pblocalrole:tamer	pbschema:ARG0	
pbdata:domesticate-01__0	pblocalrole:tamer	pbschema:ARG-PAG	
pbdata:domesticate-01__1	pblocalrole:formerly_wild_beast	pbschema:ARG1	
pbdata:domesticate-01__1	pblocalrole:formerly_wild_beast	pbschema:ARG-PPT	
pbdata:domesticate-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:domesticate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:dominate-01__0	pblocalrole:dominator	pbschema:ARG0	va:Agent
pbdata:dominate-01__0	pblocalrole:dominator	pbschema:ARG-PPT	va:Agent
pbdata:dominate-01__1	pblocalrole:entity_dominated	pbschema:ARG1	va:Theme
pbdata:dominate-01__1	pblocalrole:entity_dominated	pbschema:ARG-PPT	va:Theme
pbdata:don-01__0	pblocalrole:wearer	pbschema:ARG0	va:Patient
pbdata:don-01__0	pblocalrole:wearer	pbschema:ARG-PAG	va:Patient
pbdata:don-01__1	pblocalrole:clothing	pbschema:ARG1	va:Theme
pbdata:don-01__1	pblocalrole:clothing	pbschema:ARG-PPT	va:Theme
pbdata:donate-01__0	pblocalrole:giver	pbschema:ARG0	va:Agent
pbdata:donate-01__0	pblocalrole:giver	pbschema:ARG-PAG	va:Agent
pbdata:donate-01__1	pblocalrole:thing_given	pbschema:ARG1	va:Theme
pbdata:donate-01__1	pblocalrole:thing_given	pbschema:ARG-PPT	va:Theme
pbdata:donate-01__2	pblocalrole:entity_given_to	pbschema:ARG2	va:Recipient
pbdata:donate-01__2	pblocalrole:entity_given_to	pbschema:ARG-GOL	va:Recipient
pbdata:done-08__0	pblocalrole:person_that_brought_arg1_to_completion	pbschema:ARG0	
pbdata:done-08__0	pblocalrole:person_that_brought_arg1_to_completion	pbschema:ARG-PAG	
pbdata:done-08__1	pblocalrole:activity_completed	pbschema:ARG1	
pbdata:done-08__1	pblocalrole:activity_completed	pbschema:ARG-PPT	
pbdata:done-for-06__1	pblocalrole:doomed_entity	pbschema:ARG1	
pbdata:done-for-06__1	pblocalrole:doomed_entity	pbschema:ARG-PPT	
pbdata:dong-01__1	pblocalrole:doiging_thing	pbschema:ARG1	
pbdata:dong-01__1	pblocalrole:doiging_thing	pbschema:ARG-PPT	
pbdata:doobydoobydo-01__0	pblocalrole:dooby_dooby_doer	pbschema:ARG0	
pbdata:doobydoobydo-01__0	pblocalrole:dooby_dooby_doer	pbschema:ARG-PAG	
pbdata:doobydoobydo-01__1	pblocalrole:utterance	pbschema:ARG1	
pbdata:doobydoobydo-01__1	pblocalrole:utterance	pbschema:ARG-PPT	
pbdata:doodle-01__0	pblocalrole:artist	pbschema:ARG0	
pbdata:doodle-01__0	pblocalrole:artist	pbschema:ARG-PAG	
pbdata:doodle-01__1	pblocalrole:doodle	pbschema:ARG1	
pbdata:doodle-01__1	pblocalrole:doodle	pbschema:ARG-PPT	
pbdata:doodle-01__2	pblocalrole:destination	pbschema:ARG2	
pbdata:doodle-01__2	pblocalrole:destination	pbschema:ARG-GOL	
pbdata:doom-01__0	pblocalrole:condemner	pbschema:ARG0	va:Agent
pbdata:doom-01__0	pblocalrole:condemner	pbschema:ARG-PAG	va:Agent
pbdata:doom-01__1	pblocalrole:entity_doomed	pbschema:ARG1	va:Theme
pbdata:doom-01__1	pblocalrole:entity_doomed	pbschema:ARG-PPT	va:Theme
pbdata:doom-01__2	pblocalrole:doomed_to	pbschema:ARG2	va:Result
pbdata:doom-01__2	pblocalrole:doomed_to	pbschema:ARG-PRD	va:Result
pbdata:dope-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dope-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dope-01__1	pblocalrole:patient	pbschema:ARG1	
pbdata:dope-01__1	pblocalrole:patient	pbschema:ARG-GOL	
pbdata:dope-01__2	pblocalrole:the_dope	pbschema:ARG2	
pbdata:dope-01__2	pblocalrole:the_dope	pbschema:ARG-PPT	
pbdata:dope-02__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dope-02__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dope-02__1	pblocalrole:destination	pbschema:ARG1	
pbdata:dope-02__1	pblocalrole:destination	pbschema:ARG-GOL	
pbdata:dope-02__2	pblocalrole:liquid_substance	pbschema:ARG2	
pbdata:dope-02__2	pblocalrole:liquid_substance	pbschema:ARG-PPT	
pbdata:dope-04__1	pblocalrole:dope_thing	pbschema:ARG1	
pbdata:dope-04__1	pblocalrole:dope_thing	pbschema:ARG-PPT	
pbdata:dope-up-03__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dope-up-03__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dope-up-03__1	pblocalrole:patient	pbschema:ARG1	
pbdata:dope-up-03__1	pblocalrole:patient	pbschema:ARG-GOL	
pbdata:dope-up-03__2	pblocalrole:the_dope	pbschema:ARG2	
pbdata:dope-up-03__2	pblocalrole:the_dope	pbschema:ARG-PPT	
pbdata:dorm-01__0	pblocalrole:first_entity_staying_in_a_dorm	pbschema:ARG0	
pbdata:dorm-01__0	pblocalrole:first_entity_staying_in_a_dorm	pbschema:ARG-PAG	
pbdata:dorm-01__1	pblocalrole:roommates	pbschema:ARG1	
pbdata:dorm-01__1	pblocalrole:roommates	pbschema:ARG-PPT	
pbdata:dorm-01__2	pblocalrole:location	pbschema:ARG2	
pbdata:dorm-01__2	pblocalrole:location	pbschema:ARG-LOC	
pbdata:dorsiflex-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:dorsiflex-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:dorsiflex-01__1	pblocalrole:flexing_part	pbschema:ARG1	
pbdata:dorsiflex-01__1	pblocalrole:flexing_part	pbschema:ARG-PPT	
pbdata:dose-01__0	pblocalrole:doser	pbschema:ARG0	
pbdata:dose-01__0	pblocalrole:doser	pbschema:ARG-PAG	
pbdata:dose-01__1	pblocalrole:thing_dosed	pbschema:ARG1	
pbdata:dose-01__1	pblocalrole:thing_dosed	pbschema:ARG-PPT	
pbdata:dose-01__2	pblocalrole:dosed_with	pbschema:ARG2	
pbdata:dose-01__2	pblocalrole:dosed_with	pbschema:ARG-MNR	
pbdata:dot-01__0	pblocalrole:who_put_the_dots_there	pbschema:ARG0	va:Agent
pbdata:dot-01__0	pblocalrole:who_put_the_dots_there	pbschema:ARG-PAG	va:Agent
pbdata:dot-01__1	pblocalrole:entity_dotted	pbschema:ARG1	va:Destination
pbdata:dot-01__1	pblocalrole:entity_dotted	pbschema:ARG-GOL	va:Destination
pbdata:dot-01__2	pblocalrole:dots	pbschema:ARG2	va:Theme
pbdata:dot-01__2	pblocalrole:dots	pbschema:ARG-PPT	va:Theme
pbdata:dote-01__0	pblocalrole:doter	pbschema:ARG0	
pbdata:dote-01__0	pblocalrole:doter	pbschema:ARG-PAG	
pbdata:dote-01__1	pblocalrole:recipient	pbschema:ARG1	
pbdata:dote-01__1	pblocalrole:recipient	pbschema:ARG-GOL	
pbdata:double-01__0	pblocalrole:causer_of_increase	pbschema:ARG0	va:Agent
pbdata:double-01__0	pblocalrole:causer_of_increase	pbschema:ARG-PAG	va:Agent
pbdata:double-01__1	pblocalrole:thing_increasing	pbschema:ARG1	va:Patient
pbdata:double-01__1	pblocalrole:thing_increasing	pbschema:ARG-PPT	va:Patient
pbdata:double-01__2	pblocalrole:attribute_of_arg_1	pbschema:ARG2	va:Attribute
pbdata:double-01__2	pblocalrole:attribute_of_arg_1	pbschema:ARG-PRD	va:Attribute
pbdata:double-01__3	pblocalrole:start_point	pbschema:ARG3	va:Source
pbdata:double-01__3	pblocalrole:start_point	pbschema:ARG-DIR	va:Source
pbdata:double-01__4	pblocalrole:end_point	pbschema:ARG4	va:Destination
pbdata:double-01__4	pblocalrole:end_point	pbschema:ARG-GOL	va:Destination
pbdata:double-02__0	pblocalrole:actor	pbschema:ARG0	va:Agent
pbdata:double-02__0	pblocalrole:actor	pbschema:ARG-PAG	va:Agent
pbdata:double-02__1	pblocalrole:role	pbschema:ARG1	va:Attribute
pbdata:double-02__1	pblocalrole:role	pbschema:ARG-PPT	va:Attribute
pbdata:double-03__1	pblocalrole:thing_that_is_double	pbschema:ARG1	
pbdata:double-03__1	pblocalrole:thing_that_is_double	pbschema:ARG-PPT	
pbdata:double-03__2	pblocalrole:compared_to_what	pbschema:ARG2	
pbdata:double-03__2	pblocalrole:compared_to_what	pbschema:ARG-VSP	
pbdata:doublecross-01__0	pblocalrole:deceiver	pbschema:ARG0	
pbdata:doublecross-01__0	pblocalrole:deceiver	pbschema:ARG-PAG	
pbdata:doublecross-01__1	pblocalrole:deceived	pbschema:ARG1	
pbdata:doublecross-01__1	pblocalrole:deceived	pbschema:ARG-PPT	
pbdata:doublewrap-01__0	pblocalrole:cause_of_wrapping	pbschema:ARG0	
pbdata:doublewrap-01__0	pblocalrole:cause_of_wrapping	pbschema:ARG-PAG	
pbdata:doublewrap-01__1	pblocalrole:thing_wrapped	pbschema:ARG1	
pbdata:doublewrap-01__1	pblocalrole:thing_wrapped	pbschema:ARG-PPT	
pbdata:doublewrap-01__2	pblocalrole:wrapper	pbschema:ARG2	
pbdata:doublewrap-01__2	pblocalrole:wrapper	pbschema:ARG-MNR	
pbdata:doubt-01__0	pblocalrole:disbeliever	pbschema:ARG0	va:Agent
pbdata:doubt-01__0	pblocalrole:disbeliever	pbschema:ARG-PAG	va:Agent
pbdata:doubt-01__1	pblocalrole:disbelief	pbschema:ARG1	va:Theme
pbdata:doubt-01__1	pblocalrole:disbelief	pbschema:ARG-PPT	va:Theme
pbdata:douche-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:douche-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:douche-01__1	pblocalrole:entity_irrigated	pbschema:ARG1	
pbdata:douche-01__1	pblocalrole:entity_irrigated	pbschema:ARG-PPT	
pbdata:douche-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:douche-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:douchey-01__1	pblocalrole:jerk	pbschema:ARG1	
pbdata:douchey-01__1	pblocalrole:jerk	pbschema:ARG-PAG	
pbdata:douse-01__0	pblocalrole:douser	pbschema:ARG0	va:Agent
pbdata:douse-01__0	pblocalrole:douser	pbschema:ARG-PAG	va:Agent
pbdata:douse-01__1	pblocalrole:thing_doused	pbschema:ARG1	va:Patient
pbdata:douse-01__1	pblocalrole:thing_doused	pbschema:ARG-GOL	va:Patient
pbdata:douse-01__2	pblocalrole:liquid	pbschema:ARG2	va:Instrument
pbdata:douse-01__2	pblocalrole:liquid	pbschema:ARG-PPT	va:Instrument
pbdata:dovetail-01__1	pblocalrole:thing_dovetailing	pbschema:ARG1	va:Value
pbdata:dovetail-01__1	pblocalrole:thing_dovetailing	pbschema:ARG-PPT	va:Value
pbdata:dovetail-01__2	pblocalrole:with_what	pbschema:ARG2	va:Location
pbdata:dovetail-01__2	pblocalrole:with_what	pbschema:ARG-PPT	va:Location
pbdata:down-01__0	pblocalrole:causer	pbschema:ARG0	va:Agent
pbdata:down-01__0	pblocalrole:causer	pbschema:ARG-PAG	va:Agent
pbdata:down-01__1	pblocalrole:faller	pbschema:ARG1	va:Patient
pbdata:down-01__1	pblocalrole:faller	pbschema:ARG-PPT	va:Patient
pbdata:down-02__0	pblocalrole:eater	pbschema:ARG0	
pbdata:down-02__0	pblocalrole:eater	pbschema:ARG-PAG	
pbdata:down-02__1	pblocalrole:eaten	pbschema:ARG1	
pbdata:down-02__1	pblocalrole:eaten	pbschema:ARG-PPT	
pbdata:down-03__0	pblocalrole:causer	pbschema:ARG0	
pbdata:down-03__0	pblocalrole:causer	pbschema:ARG-PAG	
pbdata:down-03__1	pblocalrole:faller	pbschema:ARG1	
pbdata:down-03__1	pblocalrole:faller	pbschema:ARG-PPT	
pbdata:down-03__2	pblocalrole:start_state	pbschema:ARG2	
pbdata:down-03__2	pblocalrole:start_state	pbschema:ARG-DIR	
pbdata:down-03__3	pblocalrole:end_state	pbschema:ARG3	
pbdata:down-03__3	pblocalrole:end_state	pbschema:ARG-GOL	
pbdata:downgo-01__1	pblocalrole:thing_falling_or_pointing_down	pbschema:ARG1	
pbdata:downgo-01__1	pblocalrole:thing_falling_or_pointing_down	pbschema:ARG-PPT	
pbdata:downgrade-01__0	pblocalrole:replacer	pbschema:ARG0	va:Agent
pbdata:downgrade-01__0	pblocalrole:replacer	pbschema:ARG-PAG	va:Agent
pbdata:downgrade-01__1	pblocalrole:old_thing	pbschema:ARG1	va:Theme
pbdata:downgrade-01__1	pblocalrole:old_thing	pbschema:ARG-PPT	va:Theme
pbdata:downgrade-01__2	pblocalrole:new_thing	pbschema:ARG2	va:Co-Theme
pbdata:downgrade-01__2	pblocalrole:new_thing	pbschema:ARG-PPT	va:Co-Theme
pbdata:downgrade-02__0	pblocalrole:causer_of_worsening	pbschema:ARG0	va:Agent
pbdata:downgrade-02__0	pblocalrole:causer_of_worsening	pbschema:ARG-PAG	va:Agent
pbdata:downgrade-02__1	pblocalrole:thing_worsening	pbschema:ARG1	va:Patient
pbdata:downgrade-02__1	pblocalrole:thing_worsening	pbschema:ARG-PPT	va:Patient
pbdata:downgrade-02__2	pblocalrole:amount	pbschema:ARG2	va:Extent
pbdata:downgrade-02__2	pblocalrole:amount	pbschema:ARG-EXT	va:Extent
pbdata:downgrade-02__3	pblocalrole:start_point	pbschema:ARG3	va:Source
pbdata:downgrade-02__3	pblocalrole:start_point	pbschema:ARG-DIR	va:Source
pbdata:downgrade-02__4	pblocalrole:end_point	pbschema:ARG4	va:Goal
pbdata:downgrade-02__4	pblocalrole:end_point	pbschema:ARG-GOL	va:Goal
pbdata:downlink-01__0	pblocalrole:downlinker	pbschema:ARG0	va:Agent
pbdata:downlink-01__0	pblocalrole:downlinker	pbschema:ARG-PAG	va:Agent
pbdata:downlink-01__1	pblocalrole:program_downlinked	pbschema:ARG1	va:Theme
pbdata:downlink-01__1	pblocalrole:program_downlinked	pbschema:ARG-PPT	va:Theme
pbdata:downlink-01__2	pblocalrole:initial_location	pbschema:ARG2	va:Source
pbdata:downlink-01__2	pblocalrole:initial_location	pbschema:ARG-DIR	va:Source
pbdata:downlink-01__3	pblocalrole:destination	pbschema:ARG3	va:Recipient
pbdata:downlink-01__3	pblocalrole:destination	pbschema:ARG-GOL	va:Recipient
pbdata:download-01__0	pblocalrole:downloader	pbschema:ARG0	va:Agent
pbdata:download-01__0	pblocalrole:downloader	pbschema:ARG-PAG	va:Agent
pbdata:download-01__1	pblocalrole:file_or_program_downloaded	pbschema:ARG1	va:Theme
pbdata:download-01__1	pblocalrole:file_or_program_downloaded	pbschema:ARG-PPT	va:Theme
pbdata:download-01__2	pblocalrole:storage_device	pbschema:ARG2	va:Recipient
pbdata:download-01__2	pblocalrole:storage_device	pbschema:ARG-GOL	va:Recipient
pbdata:downmodulate-01__0	pblocalrole:intentional_agent_of_downmodulation	pbschema:ARG0	
pbdata:downmodulate-01__0	pblocalrole:intentional_agent_of_downmodulation	pbschema:ARG-PAG	
pbdata:downmodulate-01__1	pblocalrole:thing_downmodulated	pbschema:ARG1	
pbdata:downmodulate-01__1	pblocalrole:thing_downmodulated	pbschema:ARG-PPT	
pbdata:downmodulate-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:downmodulate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:downmodulate-01__3	pblocalrole:start_state	pbschema:ARG3	
pbdata:downmodulate-01__3	pblocalrole:start_state	pbschema:ARG-DIR	
pbdata:downmodulate-01__4	pblocalrole:end_state	pbschema:ARG4	
pbdata:downmodulate-01__4	pblocalrole:end_state	pbschema:ARG-GOL	
pbdata:downplay-01__0	pblocalrole:downplayer	pbschema:ARG0	va:Stimulus
pbdata:downplay-01__0	pblocalrole:downplayer	pbschema:ARG-PAG	va:Stimulus
pbdata:downplay-01__1	pblocalrole:thing_which_is_being_downplayed	pbschema:ARG1	va:Experiencer
pbdata:downplay-01__1	pblocalrole:thing_which_is_being_downplayed	pbschema:ARG-PPT	va:Experiencer
pbdata:downregulate-01__0	pblocalrole:intentional_agent_of_downregulation	pbschema:ARG0	
pbdata:downregulate-01__0	pblocalrole:intentional_agent_of_downregulation	pbschema:ARG-PAG	
pbdata:downregulate-01__0	pblocalrole:intentional_agent_of_downregulation	pbschema:ARG0	
pbdata:downregulate-01__0	pblocalrole:intentional_agent_of_downregulation	pbschema:ARG-PAG	
pbdata:downregulate-01__1	pblocalrole:thing_downregulated	pbschema:ARG1	
pbdata:downregulate-01__1	pblocalrole:thing_downregulated	pbschema:ARG-PPT	
pbdata:downregulate-01__2	pblocalrole:instrument	pbschema:ARG2	
pbdata:downregulate-01__2	pblocalrole:instrument	pbschema:ARG-MNR	
pbdata:downscale-01__0	pblocalrole:agent	pbschema:ARG0	
pbdata:downscale-01__0	pblocalrole:agent	pbschema:ARG-PAG	
pbdata:downscale-01__1	pblocalrole:thing_becoming_smaller	pbschema:ARG1	
pbdata:downscale-01__1	pblocalrole:thing_becoming_smaller	pbschema:ARG-PPT	
pbdata:downscale-01__2	pblocalrole:ext	pbschema:ARG2	
pbdata:downscale-01__2	pblocalrole:ext	pbschema:ARG-EXT	
pbdata:downscale-01__3	pblocalrole:start_point	pbschema:ARG3	
pbdata:downscale-01__3	pblocalrole:start_point	pbschema:ARG-DIR	
pbdata:downscale-01__4	pblocalrole:end_point	pbschema:ARG4	
pbdata:downscale-01__4	pblocalrole:end_point	pbschema:ARG-GOL	
pbdata:downsize-01__0	pblocalrole:agent	pbschema:ARG0	va:Agent
pbdata:downsize-01__0	pblocalrole:agent	pbschema:ARG-PAG	va:Agent
pbdata:downsize-01__1	pblocalrole:theme	pbschema:ARG1	va:Patient
pbdata:downsize-01__1	pblocalrole:theme	pbschema:ARG-PPT	va:Patient
pbdata:downvalue-01__0	pblocalrole:cause_of_downvalueing	pbschema:ARG0	
pbdata:downvalue-01__0	pblocalrole:cause_of_downvalueing	pbschema:ARG-PAG	
pbdata:downvalue-01__1	pblocalrole:thing_losing_value	pbschema:ARG1	
pbdata:downvalue-01__1	pblocalrole:thing_losing_value	pbschema:ARG-PPT	
pbdata:downvalue-01__2	pblocalrole:final_value	pbschema:ARG2	
pbdata:downvalue-01__2	pblocalrole:final_value	pbschema:ARG-PRD	
pbdata:downvalue-01__3	pblocalrole:original_value	pbschema:ARG3	
pbdata:downvalue-01__3	pblocalrole:original_value	pbschema:ARG-DIR	
pbdata:downwelling-01__1	pblocalrole:thing_sinking	pbschema:ARG1	
pbdata:downwelling-01__1	pblocalrole:thing_sinking	pbschema:ARG-PPT	
pbdata:doze-01__0	pblocalrole:sleeper	pbschema:ARG0	va:Agent
pbdata:doze-01__0	pblocalrole:sleeper	pbschema:ARG-PAG	va:Agent
pbdata:doze-off-02__0	pblocalrole:sleeper	pbschema:ARG0	
pbdata:doze-off-02__0	pblocalrole:sleeper	pbschema:ARG-PAG	
pbdata:draft-01__0	pblocalrole:drafter	pbschema:ARG0	va:Agent
pbdata:draft-01__0	pblocalrole:drafter	pbschema:ARG-PAG	va:Agent
pbdata:draft-01__1	pblocalrole:plan	pbschema:ARG1	va:Result
pbdata:draft-01__1	pblocalrole:plan	pbschema:ARG-PPT	va:Result
pbdata:draft-01__2	pblocalrole:beneficiary	pbschema:ARG2	va:Beneficiary
pbdata:draft-01__2	pblocalrole:beneficiary	pbschema:ARG-GOL	va:Beneficiary
pbdata:draft-01__3	pblocalrole:other_participant	pbschema:ARG3	va:Co-Agent
pbdata:draft-01__3	pblocalrole:other_participant	pbschema:ARG-COM	va:Co-Agent
pbdata:draft-02__0	pblocalrole:entity_doing_the_choosing	pbschema:ARG0	
pbdata:draft-02__0	pblocalrole:entity_doing_the_choosing	pbschema:ARG-PAG	
pbdata:draft-02__1	pblocalrole:entity_chosen	pbschema:ARG1	
pbdata:draft-02__1	pblocalrole:entity_chosen	pbschema:ARG-PPT	
pbdata:draft-02__2	pblocalrole:job_or_service_to_be_performed	pbschema:ARG2	
pbdata:draft-02__2	pblocalrole:job_or_service_to_be_performed	pbschema:ARG-PRD	
pbdata:draft-02__3	pblocalrole:source	pbschema:ARG3	
pbdata:draft-02__3	pblocalrole:source	pbschema:ARG-DIR	
pbdata:drag-01__0	pblocalrole:dragger	pbschema:ARG0	va:Agent
pbdata:drag-01__0	pblocalrole:dragger	pbschema:ARG-PAG	va:Agent
pbdata:drag-01__1	pblocalrole:thing_dragged	pbschema:ARG1	va:Theme
pbdata:drag-01__1	pblocalrole:thing_dragged	pbschema:ARG-PPT	va:Theme
pbdata:drag-01__2	pblocalrole:direction	pbschema:ARG2	va:Destination
pbdata:drag-01__2	pblocalrole:direction	pbschema:ARG-DIR	va:Destination
pbdata:drag-on-02__0	pblocalrole:dragger	pbschema:ARG0	
pbdata:drag-on-02__0	pblocalrole:dragger	pbschema:ARG-PAG	
pbdata:drag-on-02__1	pblocalrole:thing_dragged	pbschema:ARG1	
pbdata:drag-on-02__1	pblocalrole:thing_dragged	pbschema:ARG-PPT	
pbdata:drag-on-02__2	pblocalrole:direction_or_path	pbschema:ARG2	
pbdata:drag-on-02__2	pblocalrole:direction_or_path	pbschema:ARG-DIR	
pbdata:drain-01__0	pblocalrole:causative_agent	pbschema:ARG0	va:Agent
