pbframe	pbframelabel	pbrole	fnframe	vaframe
pbdata:abominable-02	deplorable	pbdata:abominable-02__1	fnframe:Stimulus_focus
pbdata:abominable-02	deplorable	pbdata:abominable-02__1	fnframe:Praiseworthiness
pbdata:abominable-02	deplorable	pbdata:abominable-02__0	fnframe:Stimulus_focus
pbdata:abominable-02	deplorable	pbdata:abominable-02__0	fnframe:Praiseworthiness
pbdata:abominate-01	revile	pbdata:abominate-01__1	fnframe:Experiencer_subj	va:0592f
pbdata:abominate-01	revile	pbdata:abominate-01__0	fnframe:Experiencer_subj	va:0592f
pbdata:abort-01	to terminate	pbdata:abort-01__1	va:0029f
pbdata:abort-01	to terminate	pbdata:abort-01__0	va:0029f
pbdata:abound-01	be plentiful	pbdata:abound-01__2	fnframe:Abundance	va:0104f
pbdata:abound-01	be plentiful	pbdata:abound-01__1	fnframe:Abundance	va:0104f
pbdata:about-01	located 'around', in the general vicinity	pbdata:about-01__1
pbdata:aboutface-03	about-face, change your mind/stance completely	pbdata:aboutface-03__1
pbdata:aboutface-03	about-face, change your mind/stance completely	pbdata:aboutface-03__0
pbdata:abrade-01	wear off or rub off	pbdata:abrade-01__2	fnframe:Experience_bodily_harm
pbdata:abrade-01	wear off or rub off	pbdata:abrade-01__1	fnframe:Experience_bodily_harm
pbdata:abrade-01	wear off or rub off	pbdata:abrade-01__0	fnframe:Experience_bodily_harm
pbdata:abridge-01	to cut short	pbdata:abridge-01__1	va:0241f
pbdata:abridge-01	to cut short	pbdata:abridge-01__0	va:0241f
pbdata:abrogate-01	block a biological process or function	pbdata:abrogate-01__2
pbdata:abrogate-01	block a biological process or function	pbdata:abrogate-01__1
pbdata:abrogate-01	block a biological process or function	pbdata:abrogate-01__0
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__2	fnframe:Temporary_leave	va:0119f
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__2	fnframe:Presence	va:0119f
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__1	fnframe:Temporary_leave	va:0119f
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__1	fnframe:Presence	va:0119f
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__0	fnframe:Temporary_leave	va:0119f
pbdata:absent-01	cause to be absent, not being there, no longer present	pbdata:absent-01__0	fnframe:Presence	va:0119f
pbdata:absolute-01	all encompassing, without exception	pbdata:absolute-01__1
pbdata:absolve-01	remove guilt	pbdata:absolve-01__2	va:0426f
pbdata:absolve-01	remove guilt	pbdata:absolve-01__1	va:0426f
pbdata:absolve-01	remove guilt	pbdata:absolve-01__0	va:0426f
pbdata:absorb-01	suck up	pbdata:absorb-01__3	fnframe:Soaking_up	va:0004f
pbdata:absorb-01	suck up	pbdata:absorb-01__2	fnframe:Soaking_up	va:0004f
pbdata:absorb-01	suck up	pbdata:absorb-01__1	fnframe:Soaking_up	va:0004f
pbdata:absorb-01	suck up	pbdata:absorb-01__0	fnframe:Soaking_up	va:0004f
pbdata:abstain-01	to refrain	pbdata:abstain-01__1	fnframe:Forgoing	va:0260f
pbdata:abstain-01	to refrain	pbdata:abstain-01__0	fnframe:Forgoing	va:0260f
pbdata:abstract-01	to draw or take away	pbdata:abstract-01__2
pbdata:abstract-01	to draw or take away	pbdata:abstract-01__1
pbdata:abstract-01	to draw or take away	pbdata:abstract-01__0
pbdata:absurd-01	foolish, ridiculous	pbdata:absurd-01__1	fnframe:Mental_property
pbdata:abundant-01	plentiful	pbdata:abundant-01__2
pbdata:abundant-01	plentiful	pbdata:abundant-01__1
pbdata:abuse-01	mistreat a person or animal, often repeatedly, with violence or with cruelty	pbdata:abuse-01__1	fnframe:Abusing	va:0009f
pbdata:abuse-01	mistreat a person or animal, often repeatedly, with violence or with cruelty	pbdata:abuse-01__0	fnframe:Abusing	va:0009f
pbdata:abuse-02	use (something) to bad effect or for a bad purpose; misuse	pbdata:abuse-02__1
pbdata:abuse-02	use (something) to bad effect or for a bad purpose; misuse	pbdata:abuse-02__0
pbdata:abuse-03	use offending language	pbdata:abuse-03__2	fnframe:Abusing
pbdata:abuse-03	use offending language	pbdata:abuse-03__1	fnframe:Abusing
pbdata:abuse-03	use offending language	pbdata:abuse-03__0	fnframe:Abusing
pbdata:abut-01	be one the edge of	pbdata:abut-01__2	fnframe:Locative_relation	va:0418f
pbdata:abut-01	be one the edge of	pbdata:abut-01__1	fnframe:Locative_relation	va:0418f
pbdata:abysmal-01	generally terrible, in the absolute lowest ranges	pbdata:abysmal-01__2
pbdata:abysmal-01	generally terrible, in the absolute lowest ranges	pbdata:abysmal-01__1
pbdata:abysmal-02	be extremely unskilled at	pbdata:abysmal-02__2
pbdata:abysmal-02	be extremely unskilled at	pbdata:abysmal-02__1
pbdata:accede-01	agree, adhere	pbdata:accede-01__1	fnframe:Sign_agreement	va:0025f
pbdata:accede-01	agree, adhere	pbdata:accede-01__1	fnframe:Giving_in	va:0025f
pbdata:accede-01	agree, adhere	pbdata:accede-01__0	fnframe:Sign_agreement	va:0025f
pbdata:accede-01	agree, adhere	pbdata:accede-01__0	fnframe:Giving_in	va:0025f
pbdata:accelerate-01	make be faster, the act of speeding up	pbdata:accelerate-01__4	va:0500f
pbdata:accelerate-01	make be faster, the act of speeding up	pbdata:accelerate-01__3	va:0500f
pbdata:accelerate-01	make be faster, the act of speeding up	pbdata:accelerate-01__2	va:0500f
pbdata:accelerate-01	make be faster, the act of speeding up	pbdata:accelerate-01__1	va:0500f
pbdata:accelerate-01	make be faster, the act of speeding up	pbdata:accelerate-01__0	va:0500f
pbdata:accent-01	to bring out certain features	pbdata:accent-01__2	va:0312f
pbdata:accent-01	to bring out certain features	pbdata:accent-01__1	va:0312f
pbdata:accent-01	to bring out certain features	pbdata:accent-01__0	va:0312f
pbdata:accentuate-01	mark or emphasize	pbdata:accentuate-01__2	va:0312f
pbdata:accentuate-01	mark or emphasize	pbdata:accentuate-01__1	va:0312f
pbdata:accentuate-01	mark or emphasize	pbdata:accentuate-01__0	va:0312f
pbdata:accept-01	take willingly	pbdata:accept-01__3	fnframe:Respond_to_proposal	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__3	fnframe:Receiving	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__2	fnframe:Respond_to_proposal	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__2	fnframe:Receiving	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__1	fnframe:Respond_to_proposal	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__1	fnframe:Receiving	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__0	fnframe:Respond_to_proposal	va:0025f
pbdata:accept-01	take willingly	pbdata:accept-01__0	fnframe:Receiving	va:0025f
pbdata:acceptable-02	worthy of accepting	pbdata:acceptable-02__3
pbdata:acceptable-02	worthy of accepting	pbdata:acceptable-02__2
pbdata:acceptable-02	worthy of accepting	pbdata:acceptable-02__1
pbdata:acceptable-02	worthy of accepting	pbdata:acceptable-02__0
pbdata:access-01	access, gain entry	pbdata:access-01__1	va:0506f
pbdata:access-01	access, gain entry	pbdata:access-01__0	va:0506f
pbdata:accessible-02	able to be reached, attained	pbdata:accessible-02__1
pbdata:accessible-02	able to be reached, attained	pbdata:accessible-02__0
pbdata:accession-01	mathematics, mixing, add something to something else, increase	pbdata:accession-01__2
pbdata:accession-01	mathematics, mixing, add something to something else, increase	pbdata:accession-01__1
pbdata:accession-01	mathematics, mixing, add something to something else, increase	pbdata:accession-01__0
pbdata:accessorize-01	furnish with accessories	pbdata:accessorize-01__2	va:0496f
pbdata:accessorize-01	furnish with accessories	pbdata:accessorize-01__1	va:0496f
pbdata:accessorize-01	furnish with accessories	pbdata:accessorize-01__0	va:0496f
pbdata:accident-01	screw-up, unplanned event that may or may not cause damage	pbdata:accident-01__1
pbdata:accident-01	screw-up, unplanned event that may or may not cause damage	pbdata:accident-01__0
pbdata:acclaim-01	approve of loudly	pbdata:acclaim-01__2	fnframe:Judgment_communication	va:0101f
pbdata:acclaim-01	approve of loudly	pbdata:acclaim-01__1	fnframe:Judgment_communication	va:0101f
pbdata:acclaim-01	approve of loudly	pbdata:acclaim-01__0	fnframe:Judgment_communication	va:0101f
pbdata:acclimate-01	(cause to) become used to	pbdata:acclimate-01__2
pbdata:acclimate-01	(cause to) become used to	pbdata:acclimate-01__1
pbdata:acclimate-01	(cause to) become used to	pbdata:acclimate-01__0
pbdata:acclimatize-01	(cause to) become used to	pbdata:acclimatize-01__2
pbdata:acclimatize-01	(cause to) become used to	pbdata:acclimatize-01__1
pbdata:acclimatize-01	(cause to) become used to	pbdata:acclimatize-01__0
pbdata:accommodate-01	allow, be helpful	pbdata:accommodate-01__1	va:0496f
pbdata:accommodate-01	allow, be helpful	pbdata:accommodate-01__0	va:0496f
pbdata:accompany-01	go along with	pbdata:accompany-01__4	fnframe:Cotheme	va:0264f
pbdata:accompany-01	go along with	pbdata:accompany-01__3	fnframe:Cotheme	va:0264f
pbdata:accompany-01	go along with	pbdata:accompany-01__1	fnframe:Cotheme	va:0264f
pbdata:accompany-01	go along with	pbdata:accompany-01__0	fnframe:Cotheme	va:0264f
pbdata:accomplish-01	do, pull off	pbdata:accomplish-01__1	fnframe:Intentionally_act	va:0015f
pbdata:accomplish-01	do, pull off	pbdata:accomplish-01__1	fnframe:Accomplishment	va:0015f
pbdata:accomplish-01	do, pull off	pbdata:accomplish-01__0	fnframe:Intentionally_act	va:0015f
pbdata:accomplish-01	do, pull off	pbdata:accomplish-01__0	fnframe:Accomplishment	va:0015f
pbdata:accord-01	to give	pbdata:accord-01__2	fnframe:Compatibility	va:0189f
pbdata:accord-01	to give	pbdata:accord-01__1	fnframe:Compatibility	va:0189f
pbdata:accord-01	to give	pbdata:accord-01__0	fnframe:Compatibility	va:0189f
pbdata:accord-02	follow a procedure; be in line with expectations or other facts	pbdata:accord-02__2
pbdata:accord-02	follow a procedure; be in line with expectations or other facts	pbdata:accord-02__1
pbdata:accord-02	follow a procedure; be in line with expectations or other facts	pbdata:accord-02__0
pbdata:accord-03	create or agree to a pact	pbdata:accord-03__2
pbdata:accord-03	create or agree to a pact	pbdata:accord-03__1
pbdata:accord-03	create or agree to a pact	pbdata:accord-03__0
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__2	fnframe:Justifying	va:0157f
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__2	fnframe:Explaining_the_facts	va:0157f
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__1	fnframe:Justifying	va:0157f
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__1	fnframe:Explaining_the_facts	va:0157f
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__0	fnframe:Justifying	va:0157f
pbdata:account-01	deal with, explain, give/tell report or explanation	pbdata:account-01__0	fnframe:Explaining_the_facts	va:0157f
pbdata:accountable-02	accountable	pbdata:accountable-02__2
pbdata:accountable-02	accountable	pbdata:accountable-02__1
pbdata:accountable-02	accountable	pbdata:accountable-02__0
pbdata:accounting-03	managing finance	pbdata:accounting-03__2
pbdata:accounting-03	managing finance	pbdata:accounting-03__1
pbdata:accounting-03	managing finance	pbdata:accounting-03__0
pbdata:accredit-01	give credentials	pbdata:accredit-01__2	va:0496f
pbdata:accredit-01	give credentials	pbdata:accredit-01__1	va:0496f
pbdata:accredit-01	give credentials	pbdata:accredit-01__0	va:0496f
pbdata:accrete-01	accumulate, gain	pbdata:accrete-01__1	va:0430f
pbdata:accrete-01	accumulate, gain	pbdata:accrete-01__0	va:0430f
pbdata:accrue-01	accumulate, gather	pbdata:accrue-01__1	va:0430f
pbdata:accrue-01	accumulate, gather	pbdata:accrue-01__0	va:0430f
pbdata:accumulate-01	amass	pbdata:accumulate-01__3	fnframe:Gathering_up	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__3	fnframe:Come_together	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__3	fnframe:Amassing	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__1	fnframe:Gathering_up	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__1	fnframe:Come_together	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__1	fnframe:Amassing	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__0	fnframe:Gathering_up	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__0	fnframe:Come_together	va:0396f
pbdata:accumulate-01	amass	pbdata:accumulate-01__0	fnframe:Amassing	va:0396f
pbdata:accurate-01	precise	pbdata:accurate-01__1	fnframe:Correctness
pbdata:accurate-01	precise	pbdata:accurate-01__1	fnframe:Accuracy
pbdata:accurate-01	precise	pbdata:accurate-01__0	fnframe:Correctness
pbdata:accurate-01	precise	pbdata:accurate-01__0	fnframe:Accuracy
pbdata:accurse-01	to imprecate misery or evil upon	pbdata:accurse-01__2
pbdata:accurse-01	to imprecate misery or evil upon	pbdata:accurse-01__1
pbdata:accurse-01	to imprecate misery or evil upon	pbdata:accurse-01__0
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__2	fnframe:Notification_of_charges	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__2	fnframe:Judgment_communication	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__2	fnframe:Judgment	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__1	fnframe:Notification_of_charges	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__1	fnframe:Judgment_communication	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__1	fnframe:Judgment	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__0	fnframe:Notification_of_charges	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__0	fnframe:Judgment_communication	va:0272f
pbdata:accuse-01	accuse of a crime	pbdata:accuse-01__0	fnframe:Judgment	va:0272f
pbdata:accustom-01	make used to	pbdata:accustom-01__2	va:0582f
pbdata:accustom-01	make used to	pbdata:accustom-01__1	va:0582f
pbdata:accustom-01	make used to	pbdata:accustom-01__0	va:0582f
pbdata:ace-01	do perfectly	pbdata:ace-01__1
pbdata:ace-01	do perfectly	pbdata:ace-01__0
pbdata:acetify-01	(cause to) become acid	pbdata:acetify-01__2
pbdata:acetify-01	(cause to) become acid	pbdata:acetify-01__1
pbdata:acetify-01	(cause to) become acid	pbdata:acetify-01__0
pbdata:acetylate-01	introduce an acetyl group into a compound	pbdata:acetylate-01__3
pbdata:acetylate-01	introduce an acetyl group into a compound	pbdata:acetylate-01__2
pbdata:acetylate-01	introduce an acetyl group into a compound	pbdata:acetylate-01__1
pbdata:acetylate-01	introduce an acetyl group into a compound	pbdata:acetylate-01__0
pbdata:ache-01	to suffer a dull pain	pbdata:ache-01__0	fnframe:Perception_body	va:0431f
pbdata:achieve-01	achieve	pbdata:achieve-01__1	fnframe:Accomplishment	va:0015f
pbdata:achieve-01	achieve	pbdata:achieve-01__0	fnframe:Accomplishment	va:0015f
pbdata:acidify-01	make acidic	pbdata:acidify-01__1	va:0248f
pbdata:acidify-01	make acidic	pbdata:acidify-01__0	va:0248f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__3	fnframe:Statement	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__3	fnframe:Reveal_secret	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__2	fnframe:Statement	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__2	fnframe:Reveal_secret	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__1	fnframe:Statement	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__1	fnframe:Reveal_secret	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__0	fnframe:Statement	va:0316f
pbdata:acknowledge-01	admit	pbdata:acknowledge-01__0	fnframe:Reveal_secret	va:0316f
pbdata:acquaint-01	know informally	pbdata:acquaint-01__2	va:0317f
pbdata:acquaint-01	know informally	pbdata:acquaint-01__1	va:0317f
pbdata:acquaint-01	know informally	pbdata:acquaint-01__0	va:0317f
pbdata:acquiesce-01	comply passively	pbdata:acquiesce-01__1	fnframe:Giving_in	va:0025f
pbdata:acquiesce-01	comply passively	pbdata:acquiesce-01__0	fnframe:Giving_in	va:0025f
pbdata:acquire-01	get, acquire	pbdata:acquire-01__4	fnframe:Getting	va:0290f
pbdata:acquire-01	get, acquire	pbdata:acquire-01__3	fnframe:Getting	va:0290f
pbdata:acquire-01	get, acquire	pbdata:acquire-01__2	fnframe:Getting	va:0290f
pbdata:acquire-01	get, acquire	pbdata:acquire-01__1	fnframe:Getting	va:0290f
pbdata:acquire-01	get, acquire	pbdata:acquire-01__0	fnframe:Getting	va:0290f
pbdata:acquit-01	relieve of guilt	pbdata:acquit-01__2	fnframe:Verdict	va:0021f
pbdata:acquit-01	relieve of guilt	pbdata:acquit-01__1	fnframe:Verdict	va:0021f
pbdata:acquit-01	relieve of guilt	pbdata:acquit-01__0	fnframe:Verdict	va:0021f
pbdata:act-01	play a role; behave	pbdata:act-01__1	fnframe:Conduct	va:0017f
pbdata:act-01	play a role; behave	pbdata:act-01__0	fnframe:Conduct	va:0017f
pbdata:act-02	do something, perform an action	pbdata:act-02__1	fnframe:Intentionally_act	va:0147f
pbdata:act-02	do something, perform an action	pbdata:act-02__1	fnframe:Conduct	va:0147f
pbdata:act-02	do something, perform an action	pbdata:act-02__0	fnframe:Intentionally_act	va:0147f
pbdata:act-02	do something, perform an action	pbdata:act-02__0	fnframe:Conduct	va:0147f
pbdata:act-05	thing done	pbdata:act-05__2
pbdata:act-05	thing done	pbdata:act-05__1
pbdata:act-05	thing done	pbdata:act-05__0
pbdata:act-out-03	perform a role	pbdata:act-out-03__1
pbdata:act-out-03	perform a role	pbdata:act-out-03__0
pbdata:act-up-04	cause trouble	pbdata:act-up-04__0	fnframe:Conduct
pbdata:activate-01	make active	pbdata:activate-01__1	fnframe:Change_operational_state	va:0183f
pbdata:activate-01	make active	pbdata:activate-01__0	fnframe:Change_operational_state	va:0183f
pbdata:activity-06	participating in, live, in use	pbdata:activity-06__1
pbdata:activity-06	participating in, live, in use	pbdata:activity-06__0
pbdata:actual-02	really real	pbdata:actual-02__2
pbdata:actual-02	really real	pbdata:actual-02__1
pbdata:actualize-01	make real or more real	pbdata:actualize-01__1	va:0382f
pbdata:actualize-01	make real or more real	pbdata:actualize-01__0	va:0382f
pbdata:actuate-01	put into action or motion	pbdata:actuate-01__1	fnframe:Cause_to_start
pbdata:actuate-01	put into action or motion	pbdata:actuate-01__0	fnframe:Cause_to_start
pbdata:acute-01	severe	pbdata:acute-01__2
pbdata:acute-01	severe	pbdata:acute-01__1
pbdata:acyanotic-01	not characterized by turning blue	pbdata:acyanotic-01__1
pbdata:adamant-01	unyieldingly insistent	pbdata:adamant-01__1
pbdata:adamant-01	unyieldingly insistent	pbdata:adamant-01__0
pbdata:adapt-01	make (more) suitable, becoming or making more accustomed or suitable, cause to fit	pbdata:adapt-01__3	fnframe:Compliance	va:0091f
pbdata:adapt-01	make (more) suitable, becoming or making more accustomed or suitable, cause to fit	pbdata:adapt-01__2	fnframe:Compliance	va:0091f
pbdata:adapt-01	make (more) suitable, becoming or making more accustomed or suitable, cause to fit	pbdata:adapt-01__1	fnframe:Compliance	va:0091f
pbdata:adapt-01	make (more) suitable, becoming or making more accustomed or suitable, cause to fit	pbdata:adapt-01__0	fnframe:Compliance	va:0091f
pbdata:adat-01	advance diet as tolerated	pbdata:adat-01__0
pbdata:add-01	say	pbdata:add-01__1	fnframe:Statement	va:0009f
pbdata:add-01	say	pbdata:add-01__1	fnframe:Commutative_process	va:0009f
pbdata:add-01	say	pbdata:add-01__1	fnframe:Cause_to_be_included	va:0009f
pbdata:add-01	say	pbdata:add-01__1	fnframe:Cause_change_of_position_on_a_scale	va:0009f
pbdata:add-01	say	pbdata:add-01__0	fnframe:Statement	va:0009f
pbdata:add-01	say	pbdata:add-01__0	fnframe:Commutative_process	va:0009f
pbdata:add-01	say	pbdata:add-01__0	fnframe:Cause_to_be_included	va:0009f
pbdata:add-01	say	pbdata:add-01__0	fnframe:Cause_change_of_position_on_a_scale	va:0009f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__1	fnframe:Cause_to_be_included	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__1	fnframe:Commutative_process	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__1	fnframe:Adding_up	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__1	fnframe:Cause_change_of_position_on_a_scale	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__0	fnframe:Cause_to_be_included	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__0	fnframe:Commutative_process	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__0	fnframe:Adding_up	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__0	fnframe:Cause_change_of_position_on_a_scale	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__3	fnframe:Cause_to_be_included	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__3	fnframe:Commutative_process	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__3	fnframe:Adding_up	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__3	fnframe:Cause_change_of_position_on_a_scale	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__2	fnframe:Cause_to_be_included	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__2	fnframe:Commutative_process	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__2	fnframe:Adding_up	va:0366f
pbdata:add-02	mathematics, mixing, add something to something else, increase	pbdata:add-02__2	fnframe:Cause_change_of_position_on_a_scale	va:0366f
pbdata:add-03	achieve or gain	pbdata:add-03__m	va:0366f
pbdata:add-03	achieve or gain	pbdata:add-03__LOC	va:0366f
